feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Holdemania	Temperature	Hot	0.0173168509673169	0.00189505163752524	210	209	8.09101277350437e-17	4.6280593064445e-14
Anaerotruncus	Kit	Omnigene	-0.0150067107360479	0.00178753554606176	210	209	9.20937317777868e-15	2.6338807288447e-12
Actinomyces	Kit	Zymo	-0.00690789228674623	0.000843837218862279	210	209	3.38007521296751e-14	6.44467673939139e-12
Anaerobutyricum	Temperature	Hot	-0.186013124987642	0.023559349877035	210	209	2.01274298947185e-13	2.87822247494474e-11
Fusicatenibacter	Temperature	Hot	-0.280106268355439	0.0370651034410274	210	209	1.54184760020049e-12	1.76387365462936e-10
Anaerotruncus	Kit	Zymo	-0.0133580824056611	0.00178753554606176	210	209	2.54152325971891e-12	2.42291884093203e-10
Blautia	Temperature	Hot	-2.27523525343201	0.310231373847089	210	209	5.75726738957631e-12	4.70450992405379e-10
Anaerostipes	Temperature	Hot	-0.336633912831612	0.0468499263208758	210	209	1.36838246581804e-11	9.783934630599e-10
Phocea	Temperature	Room Temp	0.00397326284633561	0.000572025947181346	210	209	5.40643059257526e-11	3.14330426125023e-09
Harryflintia	Kit	Omnigene	-0.00264148086700463	0.000380447977827182	210	209	5.49528717001788e-11	3.14330426125023e-09
Lachnoclostridium	Kit	Omnigene	-0.149942858098374	0.0218817180189968	210	209	9.18095794254621e-11	4.77409813012403e-09
unclassified.Clostridiales..miscellaneous.	Temperature	Hot	0.580607620510173	0.0879944522719379	210	209	3.79129728155927e-10	1.80718503754325e-08
Enterorhabdus	Kit	Zymo	-0.0164675482250968	0.00255086129559402	210	188	8.28137407752321e-10	3.64380459411021e-08
Hungatella	Kit	Omnigene	-0.0113737637172289	0.00177411107744879	210	209	1.05589139745184e-09	4.31407056673182e-08
Actinomyces	Kit	Omnigene	-0.00531668878467607	0.000843837218862279	210	209	1.9146820783539e-09	7.30132099212288e-08
Bilophila	Kit	Zymo	-0.0857856748567336	0.0137148430699368	210	170	2.44471005270045e-09	8.73983843840412e-08
unclassified.Ruminococcaceae	Kit	Zymo	-1.02732970125699	0.166994888658341	210	209	4.22743688200305e-09	1.39521149848615e-07
Christensenella	Kit	Omnigene	-0.00239645578451836	0.000390003805569462	210	209	4.39052569453682e-09	1.39521149848615e-07
Catabacter	Kit	Omnigene	-0.00333713294387487	0.000557697242593293	210	209	1.01983595996953e-08	3.07024299527669e-07
Lachnospira	Temperature	Hot	-0.11988768645686	0.0200812254143216	210	209	1.09459496555129e-08	3.13054160147669e-07
Oscillibacter	Temperature	Hot	0.316454348031463	0.0534976492504843	210	209	1.45340081922784e-08	3.77884212999238e-07
Pseudoflavonifractor	Kit	Omnigene	-0.0145455082609068	0.00245537756225285	210	209	1.39003129157538e-08	3.77884212999238e-07
Bacteroides	Kit	Omnigene	7.45974079599054	1.26763608749741	210	209	1.70062831567518e-08	4.05316415235918e-07
Flavonifractor	Kit	Omnigene	-0.0821446354325212	0.013954470262235	210	209	1.68452089359899e-08	4.05316415235918e-07
unclassified.Ruminococcaceae	Kit	Omnigene	-0.978798953671407	0.166994888658341	210	209	1.91867192109771e-08	4.38992135547155e-07
unclassified.Lachnospiraceae	Kit	Zymo	-1.16108982207836	0.199061406260241	210	209	2.21900855991327e-08	4.83189495954278e-07
Streptomyces	Kit	Omnigene	-0.00454924414967009	0.000780658577219054	210	209	2.28078957880516e-08	4.83189495954278e-07
Faecalibacterium	Kit	Zymo	-3.15458158196429	0.546748961685331	210	209	3.05956043332106e-08	6.03961361948067e-07
Bilophila	Kit	Omnigene	-0.0791284402605245	0.0137148430699368	210	170	3.06204187001642e-08	6.03961361948067e-07
Streptomyces	Kit	Zymo	-0.00441615627282068	0.000780658577219054	210	209	5.39957945837166e-08	1.02951981672953e-06
Eisenbergiella	Kit	Omnigene	-0.035461943567516	0.00628145454772649	210	209	5.71825008071623e-08	1.03165157482175e-06
Faecalicatena	Temperature	Hot	-0.00655893011583578	0.00116424186715243	210	209	6.06693372493593e-08	1.03165157482175e-06
Bittarella	Kit	Omnigene	-0.00603379138661496	0.00107143490508144	210	209	6.13219467551389e-08	1.03165157482175e-06
Phocea	Kit	Omnigene	-0.00415914119803061	0.00073848232234396	210	209	6.11671322510451e-08	1.03165157482175e-06
Anaerobutyricum	Kit	Zymo	-0.170540597580137	0.0304149899070768	210	209	6.92440574638547e-08	1.13164573912357e-06
Dysosmobacter	Temperature	Hot	0.0187662786454908	0.00336862320999922	210	209	8.2886207156944e-08	1.31696973593811e-06
crAss.like.viruses	Temperature	Hot	0.0626954889961398	0.011496454717333	210	189	1.47699206203744e-07	2.28334989050112e-06
Dorea	Temperature	Hot	-0.284704938541676	0.0524386903819654	210	209	1.6617540128467e-07	2.50137709302187e-06
Raoultibacter	Kit	Zymo	-0.00238868817207035	0.000442413302408161	210	209	1.92321342423016e-07	2.82071302220424e-06
Desulfovibrio	Kit	Zymo	-0.0196265952302993	0.00369968212651354	210	209	3.03004566082754e-07	4.33296529498338e-06
Paenibacillus	Kit	Omnigene	-0.00260428962135619	0.000495116479957645	210	209	3.75670031676999e-07	5.24105507607911e-06
Romboutsia	Temperature	Hot	-0.0554874860478353	0.0106297805860785	210	208	4.54202886913339e-07	6.18581074558166e-06
Streptococcus	Temperature	Hot	-0.16213376496105	0.0313314972211361	210	209	5.62388489015164e-07	7.48107478410869e-06
Ruminococcus	Temperature	Hot	-1.51301067647242	0.29523299226224	210	209	7.11124510823302e-07	9.24461864070293e-06
Clostridioides	Temperature	Hot	-0.0331074245337429	0.00647723870416064	210	209	7.57282377456129e-07	9.62590044233124e-06
Firmicutes..environmental.samples	Kit	Omnigene	-0.451130264252443	0.0886374885488389	210	209	8.38074308088611e-07	1.02334400570775e-05
Christensenella	Kit	Zymo	-0.00198468951535679	0.000390003805569462	210	209	8.40859585109515e-07	1.02334400570775e-05
Faecalibacterium	Kit	Omnigene	-2.76084951755843	0.546748961685331	210	209	1.00929585822394e-06	1.18624550191211e-05
Bifidobacterium	Temperature	Hot	-1.04428937556423	0.207046673472429	210	209	1.03692788628681e-06	1.18624550191211e-05
unclassified.Ruminococcaceae	Temperature	Hot	0.652802211918707	0.129353684535103	210	209	1.02307337046043e-06	1.18624550191211e-05
Anaerostipes	Kit	Zymo	-0.304329532361826	0.0604829948039321	210	209	1.09650357772559e-06	1.20674336494132e-05
Monoglobus	Kit	Zymo	0.0254002503759534	0.00504819724932393	210	162	1.09703942267393e-06	1.20674336494132e-05
Dysosmobacter	Kit	Zymo	0.0217861087177735	0.0043488738639916	210	209	1.21391023678959e-06	1.31010689706348e-05
Phocea	Temperature	Hot	0.00282260579251722	0.000572025947181346	210	209	1.71301150601103e-06	1.81452329895983e-05
Flavonifractor	Temperature	Hot	0.0532363025161565	0.0108090861861566	210	209	1.78675453232008e-06	1.85822471361289e-05
Desulfovibrio	Kit	Omnigene	-0.0180886480127422	0.00369968212651354	210	209	2.10286517731514e-06	2.1479265739719e-05
Tyzzerella	Kit	Omnigene	-0.0103116799756208	0.00212284443282778	210	209	2.42713819887666e-06	2.43565447325868e-05
Oscillibacter	Temperature	Room Temp	0.257082364515635	0.0534976492504843	210	209	3.06496609352357e-06	2.97145865338217e-05
Catabacter	Kit	Zymo	-0.00268120142257827	0.000557697242593293	210	209	3.03578111667116e-06	2.97145865338217e-05
Harryflintia	Kit	Zymo	-0.00180659382202435	0.000380447977827182	210	209	3.94826955243774e-06	3.76401697332398e-05
Subdoligranulum	Kit	Omnigene	-0.191375652749254	0.0404695261611309	210	209	4.30819015600662e-06	4.03981109710784e-05
Veillonella	Temperature	Hot	0.0101704736419049	0.00215685622698635	210	209	4.57207213179841e-06	4.21810525707853e-05
Dorea	Kit	Zymo	-0.31581694628691	0.0676980581820931	210	209	5.70344842584003e-06	5.17836904695317e-05
unclassified.Clostridiales..miscellaneous.	Kit	Omnigene	-0.527833894517623	0.113600349402619	210	209	6.1882216147085e-06	5.49664432349169e-05
Absiella	Kit	Omnigene	-0.00310722018793494	0.000669043322509278	210	209	6.24618673124055e-06	5.49664432349169e-05
Agathobaculum	Kit	Zymo	-0.00397182832565808	0.000858471992262918	210	209	6.74523840436984e-06	5.84587328378719e-05
Dysosmobacter	Temperature	Room Temp	0.015399687782398	0.00336862320999922	210	209	8.56365073097623e-06	7.28789835307553e-05
Catabacter	Temperature	Hot	0.00197368094604256	0.000431990426557924	210	209	8.66393510505483e-06	7.28789835307553e-05
Agathobaculum	Temperature	Hot	-0.00301881842588975	0.000664969545843956	210	209	9.81547807447002e-06	8.0206477979955e-05
Paenibacillus	Kit	Zymo	-0.00224841474242161	0.000495116479957645	210	209	9.75674442333031e-06	8.0206477979955e-05
Eggerthella	Kit	Omnigene	-0.0657396796753568	0.0145166400713388	210	209	1.0298594585094e-05	8.29689591925884e-05
unclassified.Lachnospiraceae	Kit	Omnigene	-0.900340491882984	0.199061406260241	210	209	1.05504790326376e-05	8.299423881549e-05
Gordonibacter	Temperature	Hot	0.0208385480188726	0.00460824697591665	210	209	1.05919220865923e-05	8.299423881549e-05
Anaerobutyricum	Temperature	Room Temp	-0.106417170844206	0.023559349877035	210	209	1.08221668865973e-05	8.31426392584555e-05
Lachnospira	Temperature	Room Temp	-0.0906721918579514	0.0200812254143216	210	209	1.09015698328394e-05	8.31426392584555e-05
Anaeromassilibacillus	Temperature	Hot	0.00532900487777604	0.00118366430324998	210	209	1.15307846275413e-05	8.67843264072845e-05
unclassified.Clostridiales..miscellaneous.	Temperature	Room Temp	0.394678688196826	0.0879944522719379	210	209	1.23888474942713e-05	9.20314385288727e-05
Atopobium	Kit	Zymo	-0.0024864245292883	0.00055526500866162	210	209	1.27825427895505e-05	9.37386471233702e-05
Bacteroides	Kit	Zymo	5.66303567708968	1.26763608749741	210	209	1.33653545452837e-05	9.67719341759781e-05
Eggerthella	Kit	Zymo	-0.0645351268617518	0.0145166400713388	210	209	1.46571898467239e-05	0.000104798907404076
Pseudoflavonifractor	Temperature	Hot	0.0084393511213596	0.00190192728145133	210	209	1.51820250763822e-05	0.000107211337576427
Holdemania	Temperature	Room Temp	0.00839806481482669	0.00189505163752524	210	209	1.55504865953196e-05	0.000108474126006376
unclassified.Oscillospiraceae	Temperature	Hot	0.11429358153646	0.0258598868971464	210	209	1.63461023373883e-05	0.000112650247433568
Coriobacteriaceae..environmental.samples	Kit	Zymo	-0.00767210852731085	0.00174094212410632	210	209	1.72531526818919e-05	0.000117485753976693
Bittarella	Temperature	Hot	0.00362486590611279	0.000829929908785145	210	209	2.03272857738988e-05	0.000136790676031413
Coprobacillus	Kit	Zymo	-0.211081465947393	0.0484110074671027	210	209	2.09709826147187e-05	0.000139481419251385
Streptococcus	Temperature	Room Temp	-0.136053415190091	0.0313314972211361	210	209	2.2583050390562e-05	0.000148477066935649
unclassified.Muribaculaceae	Kit	Omnigene	0.00163006856984582	0.000381654748938935	210	209	3.03119582423812e-05	0.000197027728575478
Bacteroidales..environmental.samples	Kit	Omnigene	0.00402961522746716	0.000945171220373938	210	209	3.12818386213208e-05	0.00020104732237523
Christensenella	Temperature	Hot	0.00128659348900681	0.000302095648785609	210	209	3.18604082898193e-05	0.00020249059490863
Collinsella	Kit	Zymo	-0.564415188325336	0.13317316650682	210	209	3.46702473882721e-05	0.000217927269297711
Holdemania	Kit	Omnigene	-0.0103317243127554	0.00244650114411279	210	209	3.68756550378382e-05	0.000226805104103693
Anaeromassilibacillus	Kit	Omnigene	-0.00645601587705553	0.00152810404466246	210	209	3.66078026499701e-05	0.000226805104103693
unclassified.Muribaculaceae	Kit	Zymo	0.00160796948695271	0.000381654748938935	210	209	3.8390726260155e-05	0.000233611653412858
Alistipes	Kit	Omnigene	1.21139557954241	0.28813023210274	210	209	3.97889502100286e-05	0.000237075828334754
Gordonibacter	Kit	Zymo	-0.0250143868707725	0.00594922126431196	210	209	3.97381027582778e-05	0.000237075828334754
Clostridium	Temperature	Hot	0.514212462488029	0.123308742571746	210	209	4.56883373585245e-05	0.000269419886279134
Fusicatenibacter	Temperature	Room Temp	-0.153908121704483	0.0370651034410274	210	209	4.90694556850565e-05	0.000286405394406656
unclassified.Lachnospiraceae	Temperature	Hot	-0.639851906856072	0.154192302263708	210	209	4.95987003550288e-05	0.000286570268717944
unclassified.Coriobacteriaceae	Kit	Zymo	-0.0639999128166117	0.0154446376068311	210	206	5.07812862585968e-05	0.000290468957399174
Collinsella	Kit	Omnigene	-0.55042788170984	0.13317316650682	210	209	5.29953777832441e-05	0.000300132238534808
Gemmiger	Kit	Omnigene	-0.167572147022069	0.040992889753006	210	209	6.34919631105735e-05	0.000356052969600471
Anaerostipes	Temperature	Room Temp	-0.18998732725849	0.0468499263208758	210	209	7.22354786859712e-05	0.000401152367071607
Butyricicoccus	Temperature	Hot	-0.0842298577391383	0.0208770811850604	210	209	7.83614411380371e-05	0.000422856078593936
Faecalicatena	Kit	Omnigene	-0.00606591235573235	0.00150302978747959	210	209	7.79838450414882e-05	0.000422856078593936
Bacteroidales..environmental.samples	Kit	Zymo	0.00381788191208504	0.000945171220373938	210	209	7.68981912142881e-05	0.000422856078593936
Pseudoflavonifractor	Temperature	Room Temp	0.0076659684600061	0.00190192728145133	210	209	7.95805481588595e-05	0.000425421248101567
unclassified.Coriobacteriaceae	Kit	Omnigene	-0.0603914800800871	0.0154446376068311	210	206	0.000127035417908988	0.000672817213369825
Faecalicatena	Kit	Zymo	-0.00584324942552217	0.00150302978747959	210	209	0.000138492661378104	0.000726768828516291
Clostridioides	Kit	Zymo	-0.0321538161804134	0.0083620792102081	210	209	0.000162780869846652	0.000846460523202589
Blautia	Temperature	Room Temp	-1.18979860927373	0.310231373847089	210	209	0.000169060856438931	0.000871196485433049
unclassified.Coriobacteriia	Kit	Zymo	-0.0124798165299603	0.00326015772851947	210	209	0.000173737446219707	0.000887301957479218
unclassified.Prevotellaceae	Kit	Zymo	0.0145763286757854	0.00382276561946861	210	209	0.00018381427823127	0.000930458116356517
unclassified.Firmicutes.sensu.stricto..miscellaneous.	Temperature	Hot	0.127622423192848	0.0335347093189851	210	209	0.000188970662753025	0.00094309914167424
unclassified.Eubacteriaceae	Kit	Omnigene	-0.0140713389464529	0.00369832731329238	210	209	0.000189609093168772	0.00094309914167424
unclassified.Prevotellaceae	Kit	Omnigene	0.01442063904916	0.00382276561946861	210	209	0.000214154949750845	0.00105600544187486
Haemophilus	Kit	Omnigene	0.019680131132194	0.00523566506283728	210	188	0.000225171625661165	0.00110083905878792
Firmicutes..environmental.samples	Kit	Zymo	-0.332105385498954	0.0886374885488389	210	209	0.000235522397314497	0.00114168484121943
unclassified.Firmicutes.sensu.stricto..miscellaneous.	Temperature	Room Temp	0.125213613263598	0.0335347093189851	210	209	0.000247102920019273	0.00118775521219348
Bacillus	Kit	Zymo	-0.00231716000254178	0.000627524057662439	210	209	0.000287806079579747	0.00137187564599679
Parabacteroides	Kit	Omnigene	1.07186584528255	0.291037198012742	210	209	0.000298162167102977	0.00138784935977722
Lachnotalea	Kit	Omnigene	-0.00524650868407414	0.0014243309414179	210	209	0.000297536112115728	0.00138784935977722
Erysipelotrichaceae..environmental.samples	Temperature	Hot	0.00364864969870708	0.000990762960096407	210	209	0.000298436138553493	0.00138784935977722
Alistipes	Kit	Zymo	1.05633643499456	0.28813023210274	210	209	0.000317012766793666	0.00146234921456433
crAss.like.viruses	Temperature	Room Temp	0.0419679414496097	0.011496454717333	210	189	0.000335666740356265	0.00153601100387027
Streptococcus	Kit	Zymo	-0.147249372744941	0.040448788983068	210	209	0.000348264360525691	0.00158100963667218
Flavonifractor	Temperature	Room Temp	0.0392459210974854	0.0108090861861566	210	209	0.000360575584372179	0.00162400971858966
unclassified.Bacteroidales..miscellaneous.	Kit	Zymo	0.017923185941461	0.00494681146131776	210	209	0.000370714137126456	0.00165662880028385
Lachnospiraceae..environmental.samples	Kit	Zymo	-0.0198105641681596	0.00547581511681266	210	209	0.000377966329722359	0.00167594372559062
unclassified.Sutterellaceae	Temperature	Room Temp	0.00619444498376452	0.00171903828214277	210	207	0.000398144652752445	0.00175183647211076
Anaerotruncus	Temperature	Hot	0.00492941701484844	0.0013846190801302	210	209	0.000465155314232365	0.00203105984535048
Lachnotalea	Kit	Zymo	-0.00504562370695266	0.0014243309414179	210	209	0.000495433898674763	0.00214688022759064
Eisenbergiella	Kit	Zymo	-0.0221808355372376	0.00628145454772649	210	209	0.00051573470259918	0.00221804699162956
Clostridioides	Kit	Omnigene	-0.0292351786781277	0.0083620792102081	210	209	0.000583750929238843	0.00248384629891156
unclassified.Bacteroidales..miscellaneous.	Kit	Omnigene	0.0172889230731337	0.00494681146131776	210	209	0.000586222465652203	0.00248384629891156
Neglecta	Kit	Omnigene	-0.0144736013661949	0.0041531045901639	210	209	0.000607136684558866	0.00255354546740935
Intestinibacter	Temperature	Hot	-0.00929753714848408	0.00267232490134408	210	119	0.000619671299922044	0.0025872407558789
Guerin_crAss_Delta	Temperature	Hot	0.0329979326067143	0.00953754123979329	210	106	0.000663277000223385	0.00274923510237519
Shinella	Temperature	Hot	-0.00381001591011353	0.00110217923660142	210	135	0.000670252873098494	0.00275816290224704
Parasutterella	Kit	Zymo	0.0128816070975624	0.00374410804942898	210	148	0.00070948288399016	0.00289874435458837
unclassified.Oscillospiraceae	Temperature	Room Temp	0.08862687157816	0.0258598868971464	210	209	0.00074308693535069	0.00301450870227372
Paraprevotella	Kit	Zymo	0.0162860350521179	0.00478400820869224	210	209	0.000804512282341745	0.00321804912936698
unclassified.Peptococcaceae	Kit	Zymo	0.00147878718007561	0.000434134068794702	210	209	0.000798899883309752	0.00321804912936698
Porphyromonas	Temperature	Hot	0.00290574443055555	0.000855561720089341	210	199	0.000826940079397978	0.00328478975983086
Phascolarctobacterium	Temperature	Hot	0.0784030500157037	0.02310009205404	210	207	0.000833358114610744	0.00328745407970583
Enterorhabdus	Temperature	Hot	-0.0066749116345287	0.00197588866326415	210	188	0.000880148408679541	0.00344825266962122
Selenomonas	Kit	Omnigene	-0.00166004589526461	0.00049216248131595	210	209	0.000896058438868065	0.00348670358525533
unclassified.Oscillospiraceae	Kit	Zymo	0.112005782316634	0.0333849704291518	210	209	0.000952973441760804	0.00368311357221067
Eubacterium	Kit	Zymo	-0.340030359381582	0.101412743506149	210	209	0.000959640681637961	0.00368398973085177
Collinsella	Temperature	Hot	-0.342335082540411	0.103155491208524	210	209	0.00107841827166291	0.0041123683426079
Coriobacteriaceae..environmental.samples	Kit	Omnigene	-0.00574546020489241	0.00174094212410632	210	209	0.00114775793517169	0.00434779827098149
Atopobium	Kit	Omnigene	-0.00182908661501544	0.00055526500866162	210	209	0.00117169907414634	0.00440928862112965
unclassified.Christensenellaceae	Temperature	Hot	0.00294642698598078	0.000895637091429194	210	209	0.00118888203363744	0.00444470930222625
Guerin_crAss_Alpha	Temperature	Hot	0.0254547605060617	0.00775692132108209	210	104	0.00122212329456909	0.00453931509411376
unclassified.Porphyromonadaceae	Kit	Omnigene	0.00199742383626825	0.000614728983902722	210	209	0.00136154514268791	0.00502454078462893
Carnobacterium	Kit	Omnigene	-0.0100419222319671	0.00309842592038674	210	209	0.00139971229771106	0.00513227842494055
Lactococcus	Kit	Zymo	-0.00248713790701188	0.000770510761760414	210	209	0.00146182072250839	0.00532586912913886
Odoribacter	Kit	Omnigene	0.0904012612231702	0.0282890395794606	210	209	0.00162637883480793	0.00588790312348189
unclassified.Firmicutes.sensu.stricto..miscellaneous.	Kit	Omnigene	-0.137673210970843	0.0432931235707786	210	209	0.00171193919030619	0.00615867431984366
Prevotellaceae..environmental.samples	Kit	Zymo	0.0412654377872541	0.0130068823036737	210	209	0.001754187792433	0.00627122135794797
Neglecta	Kit	Zymo	-0.0131260644259816	0.0041531045901639	210	209	0.00182462156234174	0.00648250642024519
Tyzzerella	Kit	Zymo	-0.00669128995674846	0.00212284443282778	210	209	0.00187592261820323	0.00662362800995215
Parabacteroides	Kit	Zymo	0.915718507006185	0.291037198012742	210	209	0.00191070154008651	0.00662376533896655
Eubacterium	Temperature	Hot	-0.247174189062702	0.0785539733385041	210	209	0.0019097348921975	0.00662376533896655
Absiella	Kit	Zymo	-0.00210552750184843	0.000669043322509278	210	209	0.00190650890258857	0.00662376533896655
Phascolarctobacterium	Kit	Zymo	0.0933282421851378	0.0298220906070518	210	207	0.00201843927836108	0.00685475570468988
Clostridioides	Temperature	Room Temp	-0.0202838981903265	0.00647723870416064	210	209	0.00200497512556666	0.00685475570468988
unclassified.Coriobacteriaceae	Temperature	Hot	-0.0374285471420165	0.0119633648478931	210	206	0.00202435455068882	0.00685475570468988
Intestinimonas	Temperature	Room Temp	0.0375588761020154	0.0120055570556086	210	209	0.0020252687309311	0.00685475570468988
Oscillibacter	Kit	Zymo	0.21593596107352	0.0690651682027905	210	209	0.00203779318443884	0.00685657471470008
Dielma	Kit	Omnigene	-0.00147618467803202	0.00047547783423202	210	209	0.00218724308825409	0.0073163920846862
Dorea	Kit	Omnigene	-0.209706770148852	0.067698058182093	210	209	0.00223674764554078	0.00743848635610075
unclassified.Burkholderiales..miscellaneous.	Kit	Zymo	0.0039562976895222	0.00127805837831045	210	177	0.00225207228888331	0.00744615808809973
Romboutsia	Temperature	Room Temp	-0.0327372211522255	0.0106297805860785	210	208	0.00236902861851258	0.00775171990909496
unclassified.Sutterellaceae	Temperature	Hot	0.0052936520704982	0.00171903828214277	210	207	0.0023715926295308	0.00775171990909496
Raoultibacter	Kit	Omnigene	-0.00135351490595514	0.000442413302408161	210	209	0.00252823601865265	0.0082167670606211
Akkermansia	Kit	Omnigene	-0.158068637930316	0.0517489201289838	210	209	0.00256764178543411	0.00829768983767407
Butyricimonas	Kit	Omnigene	0.0337950583362698	0.0110774237597783	210	193	0.00259822960565629	0.00834936704738988
Desulfotomaculum	Kit	Omnigene	0.00701082127602194	0.00230338862412457	210	209	0.0026575088169733	0.00844497246282627
Emergencia	Kit	Zymo	-0.00674984512006122	0.00221661114845171	210	136	0.00264556150191809	0.00844497246282627
Megasphaera	Kit	Omnigene	-0.109915033360235	0.0363934689461078	210	207	0.00286265054655045	0.00904660835705446
unclassified.Eubacteriaceae	Temperature	Hot	-0.00864129432282863	0.00286471201864108	210	209	0.002896445063697	0.00910311305733344
Phocea	Kit	Zymo	-0.00222210908426556	0.00073848232234396	210	209	0.00296506889019503	0.00926786560213965
Proteobacteria..environmental.samples	Temperature	Hot	0.0107015669433193	0.00356320366803637	210	125	0.00301832596068667	0.00938305679083031
Ruminococcus	Temperature	Room Temp	-0.88519234046303	0.29523299226224	210	209	0.00306673904411937	0.00948202558506099
Intestinimonas	Temperature	Hot	0.0356633647105677	0.0120055570556086	210	209	0.00334412408422919	0.0102840805170919
Enterococcus	Kit	Zymo	-0.023524782672898	0.00793302263277235	210	209	0.00339810565998307	0.0103942055481835
