Patient,Protocol_1,Protocol_2,Protocols,bcdist
D04,ZH,ZR,ZH_ZR,0.299997897
D04,ZH,ZR,ZH_ZR,0.305160114
D04,ZH,ZR,ZH_ZR,0.327487558
D04,ZR,NF,ZR_NF,0.387095749
D04,ZR,NF,ZR_NF,0.428440297
D04,ZR,NF,ZR_NF,0.3198493
D04,ZR,OF,ZR_OF,0.328696059
D04,ZR,OF,ZR_OF,0.313971473
D04,ZR,OF,ZR_OF,0.3811019
D04,ZR,OR,ZR_OR,0.385921473
D04,ZR,OR,ZR_OR,0.395398589
D04,ZR,ZF,ZR_ZF,0.190152284
D04,ZR,ZF,ZR_ZF,0.19535556
D04,ZR,ZF,ZR_ZF,0.181563865
D04,ZR,ZH,ZR_ZH,0.306871877
D04,ZR,ZH,ZR_ZH,0.317813778
D04,ZR,ZH,ZR_ZH,0.299997897
D04,ZR,ZR,ZR_ZR,0.174905595
D04,ZR,ZR,ZR_ZR,0.179597217
D04,ZR,NF,ZR_NF,0.386014596
D04,ZR,NF,ZR_NF,0.384358306
D04,ZR,NF,ZR_NF,0.396879612
D04,ZR,OF,ZR_OF,0.414428681
D04,ZR,OF,ZR_OF,0.34969695
D04,ZR,OF,ZR_OF,0.352943235
D04,ZR,OR,ZR_OR,0.469538541
D04,ZR,OR,ZR_OR,0.477841814
D04,ZR,ZF,ZR_ZF,0.154233923
D04,ZR,ZF,ZR_ZF,0.13155413
D04,ZR,ZF,ZR_ZF,0.141787432
D04,ZR,ZH,ZR_ZH,0.290763564
D04,ZR,ZH,ZR_ZH,0.300415986
D04,ZR,ZH,ZR_ZH,0.305160114
D04,ZR,ZR,ZR_ZR,0.174905595
D04,ZR,ZR,ZR_ZR,0.325669066
D04,ZR,NF,ZR_NF,0.558878607
D04,ZR,NF,ZR_NF,0.592050791
D04,ZR,NF,ZR_NF,0.479058837
D04,ZR,OF,ZR_OF,0.395250591
D04,ZR,OF,ZR_OF,0.463869883
D04,ZR,OF,ZR_OF,0.538305187
D04,ZR,OR,ZR_OR,0.424626094
D04,ZR,OR,ZR_OR,0.425724853
D04,ZR,ZF,ZR_ZF,0.358086013
D04,ZR,ZF,ZR_ZF,0.360523163
D04,ZR,ZF,ZR_ZF,0.348719107
D04,ZR,ZH,ZR_ZH,0.332348454
D04,ZR,ZH,ZR_ZH,0.348202261
D04,ZR,ZH,ZR_ZH,0.327487558
D04,ZR,ZR,ZR_ZR,0.179597217
D04,ZR,ZR,ZR_ZR,0.325669066
D05,NF,NF,NF_NF,0.246353252
D05,NF,NF,NF_NF,0.177068498
D05,NF,OF,NF_OF,0.366505642
D05,NF,OF,NF_OF,0.352935364
D05,NF,OF,NF_OF,0.367799467
D05,NF,ZF,NF_ZF,0.444229433
D05,NF,ZF,NF_ZF,0.365811237
D05,NF,ZF,NF_ZF,0.449692977
D05,NF,ZH,NF_ZH,0.533119443
D05,NF,ZH,NF_ZH,0.4882163
D05,NF,ZH,NF_ZH,0.586556851
D05,NF,ZR,NF_ZR,0.411309954
D05,NF,ZR,NF_ZR,0.433836477
D05,NF,ZR,NF_ZR,0.446687447
D05,NF,NF,NF_NF,0.246353252
D05,NF,NF,NF_NF,0.144317015
D05,NF,OF,NF_OF,0.359665378
D05,NF,OF,NF_OF,0.334049925
D05,NF,OF,NF_OF,0.280645141
D05,NF,ZF,NF_ZF,0.434839179
D05,NF,ZF,NF_ZF,0.263668619
D05,NF,ZF,NF_ZF,0.40371514
D05,NF,ZH,NF_ZH,0.595298649
D05,NF,ZH,NF_ZH,0.533365486
D05,NF,ZH,NF_ZH,0.645254475
D05,NF,ZR,NF_ZR,0.337702892
D05,NF,ZR,NF_ZR,0.38682344
D05,NF,ZR,NF_ZR,0.382434614
D05,NF,NF,NF_NF,0.177068498
D05,NF,NF,NF_NF,0.144317015
D05,NF,OF,NF_OF,0.363088173
D05,NF,OF,NF_OF,0.343357568
D05,NF,OF,NF_OF,0.340289526
D05,NF,ZF,NF_ZF,0.444984286
D05,NF,ZF,NF_ZF,0.327826297
D05,NF,ZF,NF_ZF,0.438691325
D05,NF,ZH,NF_ZH,0.618389249
D05,NF,ZH,NF_ZH,0.571717119
D05,NF,ZH,NF_ZH,0.671440377
D05,NF,ZR,NF_ZR,0.384721567
D05,NF,ZR,NF_ZR,0.424292659
D05,NF,ZR,NF_ZR,0.429080286
D05,OF,NF,OF_NF,0.366505642
D05,OF,NF,OF_NF,0.359665378
D05,OF,NF,OF_NF,0.363088173
D05,OF,OF,OF_OF,0.08122483
D05,OF,OF,OF_OF,0.165110148
D05,OF,ZF,OF_ZF,0.287467399
D05,OF,ZF,OF_ZF,0.274711549
D05,OF,ZF,OF_ZF,0.223410236
D05,OF,ZH,OF_ZH,0.403370972
D05,OF,ZH,OF_ZH,0.393249752
D05,OF,ZH,OF_ZH,0.437566264
D05,OF,ZR,OF_ZR,0.218348011
D05,OF,ZR,OF_ZR,0.256891473
D05,OF,ZR,OF_ZR,0.205775464
D05,OF,NF,OF_NF,0.352935364
D05,OF,NF,OF_NF,0.334049925
D05,OF,NF,OF_NF,0.343357568
D05,OF,OF,OF_OF,0.08122483
D05,OF,OF,OF_OF,0.169962468
D05,OF,ZF,OF_ZF,0.341062712
D05,OF,ZF,OF_ZF,0.30236426
D05,OF,ZF,OF_ZF,0.283003986
D05,OF,ZH,OF_ZH,0.461379517
D05,OF,ZH,OF_ZH,0.441318716
D05,OF,ZH,OF_ZH,0.495976764
D05,OF,ZR,OF_ZR,0.265685905
D05,OF,ZR,OF_ZR,0.304540316
D05,OF,ZR,OF_ZR,0.261661559
D05,OF,NF,OF_NF,0.367799467
D05,OF,NF,OF_NF,0.280645141
D05,OF,NF,OF_NF,0.340289526
D05,OF,OF,OF_OF,0.165110148
D05,OF,OF,OF_OF,0.169962468
D05,OF,ZF,OF_ZF,0.332526923
D05,OF,ZF,OF_ZF,0.228448264
D05,OF,ZF,OF_ZF,0.261960246
D05,OF,ZH,OF_ZH,0.491313728
D05,OF,ZH,OF_ZH,0.464309898
D05,OF,ZH,OF_ZH,0.525912696
D05,OF,ZR,OF_ZR,0.16033182
D05,OF,ZR,OF_ZR,0.251884886
D05,OF,ZR,OF_ZR,0.184395207
D05,ZF,NF,ZF_NF,0.444229433
D05,ZF,NF,ZF_NF,0.434839179
D05,ZF,NF,ZF_NF,0.444984286
D05,ZF,OF,ZF_OF,0.287467399
D05,ZF,OF,ZF_OF,0.341062712
D05,ZF,OF,ZF_OF,0.332526923
D05,ZF,ZF,ZF_ZF,0.285689067
D05,ZF,ZF,ZF_ZF,0.154014673
D05,ZF,ZH,ZF_ZH,0.225976621
D05,ZF,ZH,ZF_ZH,0.193306321
D05,ZF,ZH,ZF_ZH,0.280106891
D05,ZF,ZR,ZF_ZR,0.224669449
D05,ZF,ZR,ZF_ZR,0.154268627
D05,ZF,ZR,ZF_ZR,0.251687973
D05,ZF,NF,ZF_NF,0.365811237
D05,ZF,NF,ZF_NF,0.263668619
D05,ZF,NF,ZF_NF,0.327826297
D05,ZF,OF,ZF_OF,0.274711549
D05,ZF,OF,ZF_OF,0.30236426
D05,ZF,OF,ZF_OF,0.228448264
D05,ZF,ZF,ZF_ZF,0.285689067
D05,ZF,ZF,ZF_ZF,0.216608905
D05,ZF,ZH,ZF_ZH,0.485673734
D05,ZF,ZH,ZF_ZH,0.436513424
D05,ZF,ZH,ZF_ZH,0.54021033
D05,ZF,ZR,ZF_ZR,0.169197804
D05,ZF,ZR,ZF_ZR,0.183750412
D05,ZF,ZR,ZF_ZR,0.20822391
D05,ZF,NF,ZF_NF,0.449692977
D05,ZF,NF,ZF_NF,0.40371514
D05,ZF,NF,ZF_NF,0.438691325
D05,ZF,OF,ZF_OF,0.223410236
D05,ZF,OF,ZF_OF,0.283003986
D05,ZF,OF,ZF_OF,0.261960246
D05,ZF,ZF,ZF_ZF,0.154014673
D05,ZF,ZF,ZF_ZF,0.216608905
D05,ZF,ZH,ZF_ZH,0.299275402
D05,ZF,ZH,ZF_ZH,0.283428711
D05,ZF,ZH,ZF_ZH,0.352069639
D05,ZF,ZR,ZF_ZR,0.1458963
D05,ZF,ZR,ZF_ZR,0.077460367
D05,ZF,ZR,ZF_ZR,0.14135016
D05,ZH,NF,ZH_NF,0.533119443
D05,ZH,NF,ZH_NF,0.595298649
D05,ZH,NF,ZH_NF,0.618389249
D05,ZH,OF,ZH_OF,0.403370972
D05,ZH,OF,ZH_OF,0.461379517
D05,ZH,OF,ZH_OF,0.491313728
D05,ZH,ZF,ZH_ZF,0.225976621
D05,ZH,ZF,ZH_ZF,0.485673734
D05,ZH,ZF,ZH_ZF,0.299275402
D05,ZH,ZH,ZH_ZH,0.152568356
D05,ZH,ZH,ZH_ZH,0.063969417
D05,ZH,ZR,ZH_ZR,0.408560402
D05,ZH,ZR,ZH_ZR,0.34677642
D05,ZH,ZR,ZH_ZR,0.395471298
D05,ZH,NF,ZH_NF,0.4882163
D05,ZH,NF,ZH_NF,0.533365486
D05,ZH,NF,ZH_NF,0.571717119
D05,ZH,OF,ZH_OF,0.393249752
D05,ZH,OF,ZH_OF,0.441318716
D05,ZH,OF,ZH_OF,0.464309898
D05,ZH,ZF,ZH_ZF,0.193306321
D05,ZH,ZF,ZH_ZF,0.436513424
D05,ZH,ZF,ZH_ZF,0.283428711
D05,ZH,ZH,ZH_ZH,0.152568356
D05,ZH,ZH,ZH_ZH,0.202031612
D05,ZH,ZR,ZH_ZR,0.374355429
D05,ZH,ZR,ZH_ZR,0.303016001
D05,ZH,ZR,ZH_ZR,0.385964406
D05,ZH,NF,ZH_NF,0.586556851
D05,ZH,NF,ZH_NF,0.645254475
D05,ZH,NF,ZH_NF,0.671440377
D05,ZH,OF,ZH_OF,0.437566264
D05,ZH,OF,ZH_OF,0.495976764
D05,ZH,OF,ZH_OF,0.525912696
D05,ZH,ZF,ZH_ZF,0.280106891
D05,ZH,ZF,ZH_ZF,0.54021033
D05,ZH,ZF,ZH_ZF,0.352069639
D05,ZH,ZH,ZH_ZH,0.063969417
D05,ZH,ZH,ZH_ZH,0.202031612
D05,ZH,ZR,ZH_ZR,0.457028121
D05,ZH,ZR,ZH_ZR,0.40088673
D05,ZH,ZR,ZH_ZR,0.417074751
D05,ZR,NF,ZR_NF,0.411309954
D05,ZR,NF,ZR_NF,0.337702892
D05,ZR,NF,ZR_NF,0.384721567
D05,ZR,OF,ZR_OF,0.218348011
D05,ZR,OF,ZR_OF,0.265685905
D05,ZR,OF,ZR_OF,0.16033182
D05,ZR,ZF,ZR_ZF,0.224669449
D05,ZR,ZF,ZR_ZF,0.169197804
D05,ZR,ZF,ZR_ZF,0.1458963
D05,ZR,ZH,ZR_ZH,0.408560402
D05,ZR,ZH,ZR_ZH,0.374355429
D05,ZR,ZH,ZR_ZH,0.457028121
D05,ZR,ZR,ZR_ZR,0.125650873
D05,ZR,ZR,ZR_ZR,0.08787187
D05,ZR,NF,ZR_NF,0.433836477
D05,ZR,NF,ZR_NF,0.38682344
D05,ZR,NF,ZR_NF,0.424292659
D05,ZR,OF,ZR_OF,0.256891473
D05,ZR,OF,ZR_OF,0.304540316
D05,ZR,OF,ZR_OF,0.251884886
D05,ZR,ZF,ZR_ZF,0.154268627
D05,ZR,ZF,ZR_ZF,0.183750412
D05,ZR,ZF,ZR_ZF,0.077460367
D05,ZR,ZH,ZR_ZH,0.34677642
D05,ZR,ZH,ZR_ZH,0.303016001
D05,ZR,ZH,ZR_ZH,0.40088673
D05,ZR,ZR,ZR_ZR,0.125650873
D05,ZR,ZR,ZR_ZR,0.146795114
D05,ZR,NF,ZR_NF,0.446687447
D05,ZR,NF,ZR_NF,0.382434614
D05,ZR,NF,ZR_NF,0.429080286
D05,ZR,OF,ZR_OF,0.205775464
D05,ZR,OF,ZR_OF,0.261661559
D05,ZR,OF,ZR_OF,0.184395207
D05,ZR,ZF,ZR_ZF,0.251687973
D05,ZR,ZF,ZR_ZF,0.20822391
D05,ZR,ZF,ZR_ZF,0.14135016
D05,ZR,ZH,ZR_ZH,0.395471298
D05,ZR,ZH,ZR_ZH,0.385964406
D05,ZR,ZH,ZR_ZH,0.417074751
D05,ZR,ZR,ZR_ZR,0.08787187
D05,ZR,ZR,ZR_ZR,0.146795114
D06,NF,NF,NF_NF,0.283703724
D06,NF,NF,NF_NF,0.291038001
D06,NF,OF,NF_OF,0.607563188
D06,NF,OF,NF_OF,0.534261576
D06,NF,OF,NF_OF,0.454816458
D06,NF,OR,NF_OR,0.584580483
D06,NF,OR,NF_OR,0.612026865
D06,NF,OR,NF_OR,0.602076551
D06,NF,ZF,NF_ZF,0.35970592
D06,NF,ZF,NF_ZF,0.342285968
D06,NF,ZF,NF_ZF,0.394537125
D06,NF,ZH,NF_ZH,0.773909914
D06,NF,ZH,NF_ZH,0.764941286
D06,NF,ZH,NF_ZH,0.741647598
D06,NF,ZR,NF_ZR,0.582153973
D06,NF,ZR,NF_ZR,0.536011744
D06,NF,ZR,NF_ZR,0.570910237
D06,NF,NF,NF_NF,0.283703724
D06,NF,NF,NF_NF,0.120198885
D06,NF,OF,NF_OF,0.470298874
D06,NF,OF,NF_OF,0.452969878
D06,NF,OF,NF_OF,0.364008482
D06,NF,OR,NF_OR,0.476807775
D06,NF,OR,NF_OR,0.503040602
D06,NF,OR,NF_OR,0.481959857
D06,NF,ZF,NF_ZF,0.230769959
D06,NF,ZF,NF_ZF,0.197876284
D06,NF,ZF,NF_ZF,0.258830146
D06,NF,ZH,NF_ZH,0.716203301
D06,NF,ZH,NF_ZH,0.70100061
D06,NF,ZH,NF_ZH,0.675022237
D06,NF,ZR,NF_ZR,0.464332769
D06,NF,ZR,NF_ZR,0.392620222
D06,NF,ZR,NF_ZR,0.470055579
D06,NF,NF,NF_NF,0.291038001
D06,NF,NF,NF_NF,0.120198885
D06,NF,OF,NF_OF,0.439594858
D06,NF,OF,NF_OF,0.400852062
D06,NF,OF,NF_OF,0.296548022
D06,NF,OR,NF_OR,0.423519435
D06,NF,OR,NF_OR,0.448397578
D06,NF,OR,NF_OR,0.421186439
D06,NF,ZF,NF_ZF,0.237274497
D06,NF,ZF,NF_ZF,0.20972511
D06,NF,ZF,NF_ZF,0.283712654
D06,NF,ZH,NF_ZH,0.647111567
D06,NF,ZH,NF_ZH,0.63350299
D06,NF,ZH,NF_ZH,0.612037694
D06,NF,ZR,NF_ZR,0.418519579
D06,NF,ZR,NF_ZR,0.368396961
D06,NF,ZR,NF_ZR,0.409265313
D06,OF,NF,OF_NF,0.607563188
D06,OF,NF,OF_NF,0.470298874
D06,OF,NF,OF_NF,0.439594858
D06,OF,OF,OF_OF,0.410009151
D06,OF,OF,OF_OF,0.400575106
D06,OF,OR,OF_OR,0.447685058
D06,OF,OR,OF_OR,0.422509297
D06,OF,OR,OF_OR,0.450443001
D06,OF,ZF,OF_ZF,0.409925193
D06,OF,ZF,OF_ZF,0.423717445
D06,OF,ZF,OF_ZF,0.41370018
D06,OF,ZH,OF_ZH,0.557155438
D06,OF,ZH,OF_ZH,0.537422755
D06,OF,ZH,OF_ZH,0.513755407
D06,OF,ZR,OF_ZR,0.430262565
D06,OF,ZR,OF_ZR,0.394337145
D06,OF,ZR,OF_ZR,0.405498545
D06,OF,NF,OF_NF,0.534261576
D06,OF,NF,OF_NF,0.452969878
D06,OF,NF,OF_NF,0.400852062
D06,OF,OF,OF_OF,0.410009151
D06,OF,OF,OF_OF,0.149770925
D06,OF,OR,OF_OR,0.310753294
D06,OF,OR,OF_OR,0.316370656
D06,OF,OR,OF_OR,0.359044394
D06,OF,ZF,OF_ZF,0.307901638
D06,OF,ZF,OF_ZF,0.380161069
D06,OF,ZF,OF_ZF,0.333991006
D06,OF,ZH,OF_ZH,0.276369505
D06,OF,ZH,OF_ZH,0.267230004
D06,OF,ZH,OF_ZH,0.2432921
D06,OF,ZR,OF_ZR,0.128847828
D06,OF,ZR,OF_ZR,0.242886803
D06,OF,ZR,OF_ZR,0.180769081
D06,OF,NF,OF_NF,0.454816458
D06,OF,NF,OF_NF,0.364008482
D06,OF,NF,OF_NF,0.296548022
D06,OF,OF,OF_OF,0.400575106
D06,OF,OF,OF_OF,0.149770925
D06,OF,OR,OF_OR,0.221478647
D06,OF,OR,OF_OR,0.243826703
D06,OF,OR,OF_OR,0.269993488
D06,OF,ZF,OF_ZF,0.223918212
D06,OF,ZF,OF_ZF,0.2939774
D06,OF,ZF,OF_ZF,0.263351067
D06,OF,ZH,OF_ZH,0.376898309
D06,OF,ZH,OF_ZH,0.358260991
D06,OF,ZH,OF_ZH,0.343600339
D06,OF,ZR,OF_ZR,0.191759679
D06,OF,ZR,OF_ZR,0.189492942
D06,OF,ZR,OF_ZR,0.151663508
D06,OR,NF,OR_NF,0.584580483
D06,OR,NF,OR_NF,0.476807775
D06,OR,NF,OR_NF,0.423519435
D06,OR,OF,OR_OF,0.447685058
D06,OR,OF,OR_OF,0.310753294
D06,OR,OF,OR_OF,0.221478647
D06,OR,OR,OR_OR,0.085472942
D06,OR,OR,OR_OR,0.096657795
D06,OR,ZF,OR_ZF,0.359278642
D06,OR,ZF,OR_ZF,0.430099651
D06,OR,ZF,OR_ZF,0.420121189
D06,OR,ZH,OR_ZH,0.39483121
D06,OR,ZH,OR_ZH,0.374406316
D06,OR,ZH,OR_ZH,0.362620253
D06,OR,ZR,OR_ZR,0.218457156
D06,OR,ZR,OR_ZR,0.209883045
D06,OR,ZR,OR_ZR,0.155293506
D06,OR,NF,OR_NF,0.612026865
D06,OR,NF,OR_NF,0.503040602
D06,OR,NF,OR_NF,0.448397578
D06,OR,OF,OR_OF,0.422509297
D06,OR,OF,OR_OF,0.316370656
D06,OR,OF,OR_OF,0.243826703
D06,OR,OR,OR_OR,0.085472942
D06,OR,OR,OR_OR,0.09157538
D06,OR,ZF,OR_ZF,0.389873169
D06,OR,ZF,OR_ZF,0.459430782
D06,OR,ZF,OR_ZF,0.43011135
D06,OR,ZH,OR_ZH,0.406574069
D06,OR,ZH,OR_ZH,0.37551759
D06,OR,ZH,OR_ZH,0.366293158
D06,OR,ZR,OR_ZR,0.252142585
D06,OR,ZR,OR_ZR,0.251424659
D06,OR,ZR,OR_ZR,0.180439782
D06,OR,NF,OR_NF,0.602076551
D06,OR,NF,OR_NF,0.481959857
D06,OR,NF,OR_NF,0.421186439
D06,OR,OF,OR_OF,0.450443001
D06,OR,OF,OR_OF,0.359044394
D06,OR,OF,OR_OF,0.269993488
D06,OR,OR,OR_OR,0.096657795
D06,OR,OR,OR_OR,0.09157538
D06,OR,ZF,OR_ZF,0.365737964
D06,OR,ZF,OR_ZF,0.429484281
D06,OR,ZF,OR_ZF,0.417084428
D06,OR,ZH,OR_ZH,0.447770296
D06,OR,ZH,OR_ZH,0.421870624
D06,OR,ZH,OR_ZH,0.417177743
D06,OR,ZR,OR_ZR,0.267144795
D06,OR,ZR,OR_ZR,0.260703322
D06,OR,ZR,OR_ZR,0.206542594
D06,ZF,NF,ZF_NF,0.35970592
D06,ZF,NF,ZF_NF,0.230769959
D06,ZF,NF,ZF_NF,0.237274497
D06,ZF,OF,ZF_OF,0.409925193
D06,ZF,OF,ZF_OF,0.307901638
D06,ZF,OF,ZF_OF,0.223918212
D06,ZF,OR,ZF_OR,0.359278642
D06,ZF,OR,ZF_OR,0.389873169
D06,ZF,OR,ZF_OR,0.365737964
D06,ZF,ZF,ZF_ZF,0.07906511
D06,ZF,ZF,ZF_ZF,0.123942898
D06,ZF,ZH,ZF_ZH,0.56874703
D06,ZF,ZH,ZF_ZH,0.560954136
D06,ZF,ZH,ZF_ZH,0.536851113
D06,ZF,ZR,ZF_ZR,0.312370221
D06,ZF,ZR,ZF_ZR,0.209175321
D06,ZF,ZR,ZF_ZR,0.322509257
D06,ZF,NF,ZF_NF,0.342285968
D06,ZF,NF,ZF_NF,0.197876284
D06,ZF,NF,ZF_NF,0.20972511
D06,ZF,OF,ZF_OF,0.423717445
D06,ZF,OF,ZF_OF,0.380161069
D06,ZF,OF,ZF_OF,0.2939774
D06,ZF,OR,ZF_OR,0.430099651
D06,ZF,OR,ZF_OR,0.459430782
D06,ZF,OR,ZF_OR,0.429484281
D06,ZF,ZF,ZF_ZF,0.07906511
D06,ZF,ZF,ZF_ZF,0.175353966
D06,ZF,ZH,ZF_ZH,0.642570076
D06,ZF,ZH,ZF_ZH,0.633526001
D06,ZF,ZH,ZF_ZH,0.609373588
D06,ZF,ZR,ZF_ZR,0.385033409
D06,ZF,ZR,ZF_ZR,0.274126842
D06,ZF,ZR,ZF_ZR,0.395910017
D06,ZF,NF,ZF_NF,0.394537125
D06,ZF,NF,ZF_NF,0.258830146
D06,ZF,NF,ZF_NF,0.283712654
D06,ZF,OF,ZF_OF,0.41370018
D06,ZF,OF,ZF_OF,0.333991006
D06,ZF,OF,ZF_OF,0.263351067
D06,ZF,OR,ZF_OR,0.420121189
D06,ZF,OR,ZF_OR,0.43011135
D06,ZF,OR,ZF_OR,0.417084428
D06,ZF,ZF,ZF_ZF,0.123942898
D06,ZF,ZF,ZF_ZF,0.175353966
D06,ZF,ZH,ZF_ZH,0.589297215
D06,ZF,ZH,ZF_ZH,0.580830327
D06,ZF,ZH,ZF_ZH,0.557608558
D06,ZF,ZR,ZF_ZR,0.377782376
D06,ZF,ZR,ZF_ZR,0.306560854
D06,ZF,ZR,ZF_ZR,0.368637307
D06,ZH,NF,ZH_NF,0.773909914
D06,ZH,NF,ZH_NF,0.716203301
D06,ZH,NF,ZH_NF,0.647111567
D06,ZH,OF,ZH_OF,0.557155438
D06,ZH,OF,ZH_OF,0.276369505
D06,ZH,OF,ZH_OF,0.376898309
D06,ZH,OR,ZH_OR,0.39483121
D06,ZH,OR,ZH_OR,0.406574069
D06,ZH,OR,ZH_OR,0.447770296
D06,ZH,ZF,ZH_ZF,0.56874703
D06,ZH,ZF,ZH_ZF,0.642570076
D06,ZH,ZF,ZH_ZF,0.589297215
D06,ZH,ZH,ZH_ZH,0.039296586
D06,ZH,ZH,ZH_ZH,0.049857155
D06,ZH,ZR,ZH_ZR,0.265582271
D06,ZH,ZR,ZH_ZR,0.414831694
D06,ZH,ZR,ZH_ZR,0.330235195
D06,ZH,NF,ZH_NF,0.764941286
D06,ZH,NF,ZH_NF,0.70100061
D06,ZH,NF,ZH_NF,0.63350299
D06,ZH,OF,ZH_OF,0.537422755
D06,ZH,OF,ZH_OF,0.267230004
D06,ZH,OF,ZH_OF,0.358260991
D06,ZH,OR,ZH_OR,0.374406316
D06,ZH,OR,ZH_OR,0.37551759
D06,ZH,OR,ZH_OR,0.421870624
D06,ZH,ZF,ZH_ZF,0.560954136
D06,ZH,ZF,ZH_ZF,0.633526001
D06,ZH,ZF,ZH_ZF,0.580830327
D06,ZH,ZH,ZH_ZH,0.039296586
D06,ZH,ZH,ZH_ZH,0.03722978
D06,ZH,ZR,ZH_ZR,0.260082678
D06,ZH,ZR,ZH_ZR,0.40765079
D06,ZH,ZR,ZH_ZR,0.312999499
D06,ZH,NF,ZH_NF,0.741647598
D06,ZH,NF,ZH_NF,0.675022237
D06,ZH,NF,ZH_NF,0.612037694
D06,ZH,OF,ZH_OF,0.513755407
D06,ZH,OF,ZH_OF,0.2432921
D06,ZH,OF,ZH_OF,0.343600339
D06,ZH,OR,ZH_OR,0.362620253
D06,ZH,OR,ZH_OR,0.366293158
D06,ZH,OR,ZH_OR,0.417177743
D06,ZH,ZF,ZH_ZF,0.536851113
D06,ZH,ZF,ZH_ZF,0.609373588
D06,ZH,ZF,ZH_ZF,0.557608558
D06,ZH,ZH,ZH_ZH,0.049857155
D06,ZH,ZH,ZH_ZH,0.03722978
D06,ZH,ZR,ZH_ZR,0.235319376
D06,ZH,ZR,ZH_ZR,0.383262898
D06,ZH,ZR,ZH_ZR,0.297822131
D06,ZR,NF,ZR_NF,0.582153973
D06,ZR,NF,ZR_NF,0.464332769
D06,ZR,NF,ZR_NF,0.418519579
D06,ZR,OF,ZR_OF,0.430262565
D06,ZR,OF,ZR_OF,0.128847828
D06,ZR,OF,ZR_OF,0.191759679
D06,ZR,OR,ZR_OR,0.218457156
D06,ZR,OR,ZR_OR,0.252142585
D06,ZR,OR,ZR_OR,0.267144795
D06,ZR,ZF,ZR_ZF,0.312370221
D06,ZR,ZF,ZR_ZF,0.385033409
D06,ZR,ZF,ZR_ZF,0.377782376
D06,ZR,ZH,ZR_ZH,0.265582271
D06,ZR,ZH,ZR_ZH,0.260082678
D06,ZR,ZH,ZR_ZH,0.235319376
D06,ZR,ZR,ZR_ZR,0.151769687
D06,ZR,ZR,ZR_ZR,0.122746998
D06,ZR,NF,ZR_NF,0.536011744
D06,ZR,NF,ZR_NF,0.392620222
D06,ZR,NF,ZR_NF,0.368396961
D06,ZR,OF,ZR_OF,0.394337145
D06,ZR,OF,ZR_OF,0.242886803
D06,ZR,OF,ZR_OF,0.189492942
D06,ZR,OR,ZR_OR,0.209883045
D06,ZR,OR,ZR_OR,0.251424659
D06,ZR,OR,ZR_OR,0.260703322
D06,ZR,ZF,ZR_ZF,0.209175321
D06,ZR,ZF,ZR_ZF,0.274126842
D06,ZR,ZF,ZR_ZF,0.306560854
D06,ZR,ZH,ZR_ZH,0.414831694
D06,ZR,ZH,ZR_ZH,0.40765079
D06,ZR,ZH,ZR_ZH,0.383262898
D06,ZR,ZR,ZR_ZR,0.151769687
D06,ZR,ZR,ZR_ZR,0.177818626
D06,ZR,NF,ZR_NF,0.570910237
D06,ZR,NF,ZR_NF,0.470055579
D06,ZR,NF,ZR_NF,0.409265313
D06,ZR,OF,ZR_OF,0.405498545
