Patient	Protocol_1	Protocol_2	bcdist
D05	NF	OF	0.290558804
D05	NF	OF	0.220840746
D05	NF	OF	0.219934067
D05	NF	OH	0.248222705
D05	NF	OH	0.314767707
D05	NF	OH	0.43359287
D05	NF	OR	0.372910293
D05	NF	OR	0.228275882
D05	NF	OR	0.230396013
D05	NF	ZF	0.199812133
D05	NF	ZF	0.279708669
D05	NF	ZF	0.20752749
D05	NF	ZH	0.304602648
D05	NF	ZH	0.346505426
D05	NF	ZH	0.341562129
D05	NF	ZR	0.263271978
D05	NF	ZR	0.236264238
D05	NF	ZR	0.341800872
D05	NF	NF	0.108895427
D05	NF	NF	0.072685632
D05	NF	OF	0.231482553
D05	NF	OF	0.173354449
D05	NF	OF	0.183312076
D05	NF	OH	0.194930107
D05	NF	OH	0.250995851
D05	NF	OH	0.367291577
D05	NF	OR	0.305895553
D05	NF	OR	0.178067396
D05	NF	OR	0.185572018
D05	NF	ZF	0.159400094
D05	NF	ZF	0.228290321
D05	NF	ZF	0.163922158
D05	NF	ZH	0.242534761
D05	NF	ZH	0.284596515
D05	NF	ZH	0.280062209
D05	NF	ZR	0.201744174
D05	NF	ZR	0.185883567
D05	NF	ZR	0.283345097
D05	OF	NF	0.147221648
D05	OF	NF	0.290558804
D05	OF	NF	0.231482553
D05	OF	OF	0.071470873
D05	OF	OF	0.08043494
D05	OF	OH	0.081519631
D05	OF	OH	0.091158282
D05	OF	OH	0.178110694
D05	OF	OR	0.134175449
D05	OF	OR	0.086453542
D05	OF	OR	0.090192108
D05	OF	ZF	0.120889
D05	OF	ZF	0.05449677
D05	OF	ZF	0.112192575
D05	OF	ZH	0.087981456
D05	OF	ZH	0.092384005
D05	OF	ZH	0.101312438
D05	OF	ZR	0.092877827
D05	OF	ZR	0.102523449
D05	OF	ZR	0.073722737
D05	OF	NF	0.109224112
D05	OF	NF	0.220840746
D05	OF	NF	0.173354449
D05	OF	OF	0.071470873
D05	OF	OF	0.02106245
D05	OF	OH	0.064570512
D05	OF	OH	0.124618132
D05	OF	OH	0.236429283
D05	OF	OR	0.187159975
D05	OF	OR	0.05634328
D05	OF	OR	0.052172948
D05	OF	ZF	0.068424566
D05	OF	ZF	0.089083375
D05	OF	ZF	0.065828381
D05	OF	ZH	0.112658652
D05	OF	ZH	0.144585971
D05	OF	ZH	0.145295139
D05	OF	ZR	0.086064577
D05	OF	ZR	0.072258471
D05	OF	ZR	0.135314346
D05	OF	NF	0.116823706
D05	OF	NF	0.219934067
D05	OF	NF	0.183312076
D05	OF	OF	0.08043494
D05	OF	OF	0.02106245
D05	OF	OH	0.068926479
D05	OF	OH	0.133245298
D05	OF	OH	0.244131888
D05	OF	OR	0.198793321
D05	OF	OR	0.063766548
D05	OF	OR	0.056189553
D05	OF	ZF	0.073125819
D05	OF	ZF	0.095131858
D05	OF	ZF	0.070677956
D05	OF	ZH	0.12112352
D05	OF	ZH	0.152262848
D05	OF	ZH	0.153727529
D05	OF	ZR	0.094743178
D05	OF	ZR	0.082810564
D05	OF	ZR	0.142222349
D05	OH	NF	0.114752631
D05	OH	NF	0.248222705
D05	OH	NF	0.194930107
D05	OH	OF	0.081519631
D05	OH	OF	0.064570512
D05	OH	OF	0.068926479
D05	OH	OH	0.092463958
D05	OH	OH	0.196380842
D05	OH	OR	0.1779088
D05	OH	OR	0.04652814
D05	OH	OR	0.043970276
D05	OH	ZF	0.091098806
D05	OH	ZF	0.095354046
D05	OH	ZF	0.084114588
D05	OH	ZH	0.092521961
D05	OH	ZH	0.13196035
D05	OH	ZH	0.12171645
D05	OH	ZR	0.085128676
D05	OH	ZR	0.071140426
D05	OH	ZR	0.126487008
D05	OH	NF	0.162158914
D05	OH	NF	0.314767707
D05	OH	NF	0.250995851
D05	OH	OF	0.091158282
D05	OH	OF	0.124618132
D05	OH	OF	0.133245298
D05	OH	OH	0.092463958
D05	OH	OH	0.120541962
D05	OH	OR	0.096997655
D05	OH	OR	0.11535583
D05	OH	OR	0.113319364
D05	OH	ZF	0.147489481
D05	OH	ZF	0.102651303
D05	OH	ZF	0.139084172
D05	OH	ZH	0.088554007
D05	OH	ZH	0.084791296
D05	OH	ZH	0.062980976
D05	OH	ZR	0.110881622
D05	OH	ZR	0.127559805
D05	OH	ZR	0.093401654
D05	OH	NF	0.267079642
D05	OH	NF	0.43359287
D05	OH	NF	0.367291577
D05	OH	OF	0.178110694
D05	OH	OF	0.236429283
D05	OH	OF	0.244131888
D05	OH	OH	0.196380842
D05	OH	OH	0.120541962
D05	OH	OR	0.10898903
D05	OH	OR	0.229692108
D05	OH	OR	0.22865971
D05	OH	ZF	0.261989442
D05	OH	ZF	0.182262223
D05	OH	ZF	0.250594452
D05	OH	ZH	0.166171626
D05	OH	ZH	0.135781478
D05	OH	ZH	0.131182446
D05	OH	ZR	0.200295952
D05	OH	ZR	0.21930851
D05	OH	ZR	0.156601565
D05	OR	NF	0.206399658
D05	OR	NF	0.372910293
D05	OR	NF	0.305895553
D05	OR	OF	0.134175449
D05	OR	OF	0.187159975
D05	OR	OF	0.198793321
D05	OR	OH	0.1779088
D05	OR	OH	0.096997655
D05	OR	OH	0.10898903
D05	OR	OR	0.156173081
D05	OR	OR	0.169797031
D05	OR	ZF	0.225194055
D05	OR	ZF	0.1562616
D05	OR	ZF	0.20942679
D05	OR	ZH	0.146561558
D05	OR	ZH	0.110096324
D05	OR	ZH	0.119106493
D05	OR	ZR	0.175125328
D05	OR	ZR	0.202014761
D05	OR	ZR	0.117088295
D05	OR	NF	0.095400417
D05	OR	NF	0.228275882
D05	OR	NF	0.178067396
D05	OR	OF	0.086453542
D05	OR	OF	0.05634328
D05	OR	OF	0.063766548
D05	OR	OH	0.04652814
D05	OR	OH	0.11535583
D05	OR	OH	0.229692108
D05	OR	OR	0.156173081
D05	OR	OR	0.027883609
D05	OR	ZF	0.091851741
D05	OR	ZF	0.109083103
D05	OR	ZF	0.080452883
D05	OR	ZH	0.120334906
D05	OR	ZH	0.153233183
D05	OR	ZH	0.154517636
D05	OR	ZR	0.10503651
D05	OR	ZR	0.092369781
D05	OR	ZR	0.13981968
D05	OR	NF	0.110261272
D05	OR	NF	0.230396013
D05	OR	NF	0.185572018
D05	OR	OF	0.090192108
D05	OR	OF	0.052172948
D05	OR	OF	0.056189553
D05	OR	OH	0.043970276
D05	OR	OH	0.113319364
D05	OR	OH	0.22865971
D05	OR	OR	0.169797031
D05	OR	OR	0.027883609
D05	OR	ZF	0.079374485
D05	OR	ZF	0.108608551
D05	OR	ZF	0.067687578
D05	OR	ZH	0.123852741
D05	OR	ZH	0.156069865
D05	OR	ZH	0.153896816
D05	OR	ZR	0.104682702
D05	OR	ZR	0.084277517
D05	OR	ZR	0.141874322
D05	ZF	NF	0.127017556
D05	ZF	NF	0.199812133
D05	ZF	NF	0.159400094
D05	ZF	OF	0.120889
D05	ZF	OF	0.068424566
D05	ZF	OF	0.073125819
D05	ZF	OH	0.091098806
D05	ZF	OH	0.147489481
D05	ZF	OH	0.261989442
D05	ZF	OR	0.225194055
D05	ZF	OR	0.091851741
D05	ZF	OR	0.079374485
D05	ZF	ZF	0.118835407
D05	ZF	ZF	0.02603213
D05	ZF	ZH	0.127409489
D05	ZF	ZH	0.167452196
D05	ZF	ZH	0.162377839
D05	ZF	ZR	0.094887457
D05	ZF	ZR	0.071035134
D05	ZF	ZR	0.160854033
D05	ZF	NF	0.150380532
D05	ZF	NF	0.279708669
D05	ZF	NF	0.228290321
D05	ZF	OF	0.05449677
D05	ZF	OF	0.089083375
D05	ZF	OF	0.095131858
D05	ZF	OH	0.095354046
D05	ZF	OH	0.102651303
D05	ZF	OH	0.182262223
D05	ZF	OR	0.1562616
D05	ZF	OR	0.109083103
D05	ZF	OR	0.108608551
D05	ZF	ZF	0.118835407
D05	ZF	ZF	0.100218339
D05	ZF	ZH	0.078072135
D05	ZF	ZH	0.080954168
D05	ZF	ZH	0.088223374
D05	ZF	ZR	0.090835097
D05	ZF	ZR	0.088362305
D05	ZF	ZR	0.073636881
D05	ZF	NF	0.118539893
D05	ZF	NF	0.20752749
D05	ZF	NF	0.163922158
D05	ZF	OF	0.112192575
D05	ZF	OF	0.065828381
D05	ZF	OF	0.070677956
D05	ZF	OH	0.084114588
D05	ZF	OH	0.139084172
D05	ZF	OH	0.250594452
D05	ZF	OR	0.20942679
D05	ZF	OR	0.080452883
D05	ZF	OR	0.067687578
D05	ZF	ZF	0.02603213
D05	ZF	ZF	0.100218339
D05	ZF	ZH	0.114161535
D05	ZF	ZH	0.154328884
D05	ZF	ZH	0.149417858
D05	ZF	ZR	0.087466316
D05	ZF	ZR	0.067048766
D05	ZF	ZR	0.14860308
D05	ZH	NF	0.15139298
D05	ZH	NF	0.304602648
D05	ZH	NF	0.242534761
D05	ZH	OF	0.087981456
D05	ZH	OF	0.112658652
D05	ZH	OF	0.12112352
D05	ZH	OH	0.092521961
D05	ZH	OH	0.088554007
D05	ZH	OH	0.166171626
D05	ZH	OR	0.146561558
D05	ZH	OR	0.120334906
D05	ZH	OR	0.123852741
D05	ZH	ZF	0.127409489
D05	ZH	ZF	0.078072135
D05	ZH	ZF	0.114161535
D05	ZH	ZH	0.047077487
D05	ZH	ZH	0.043586979
D05	ZH	ZR	0.050356894
D05	ZH	ZR	0.071835393
D05	ZH	ZR	0.069363529
D05	ZH	NF	0.190354473
D05	ZH	NF	0.346505426
D05	ZH	NF	0.284596515
D05	ZH	OF	0.092384005
D05	ZH	OF	0.144585971
D05	ZH	OF	0.152262848
D05	ZH	OH	0.13196035
D05	ZH	OH	0.084791296
D05	ZH	OH	0.135781478
D05	ZH	OR	0.110096324
D05	ZH	OR	0.153233183
D05	ZH	OR	0.156069865
D05	ZH	ZF	0.167452196
D05	ZH	ZF	0.080954168
D05	ZH	ZF	0.154328884
D05	ZH	ZH	0.047077487
D05	ZH	ZH	0.032928911
D05	ZH	ZR	0.088880851
D05	ZH	ZR	0.113541642
D05	ZH	ZR	0.046128986
D05	ZH	NF	0.188471457
D05	ZH	NF	0.341562129
D05	ZH	NF	0.280062209
D05	ZH	OF	0.101312438
D05	ZH	OF	0.145295139
D05	ZH	OF	0.153727529
D05	ZH	OH	0.12171645
D05	ZH	OH	0.062980976
D05	ZH	OH	0.131182446
D05	ZH	OR	0.119106493
D05	ZH	OR	0.154517636
D05	ZH	OR	0.153896816
D05	ZH	ZF	0.162377839
D05	ZH	ZF	0.088223374
D05	ZH	ZF	0.149417858
D05	ZH	ZH	0.043586979
D05	ZH	ZH	0.032928911
D05	ZH	ZR	0.090389914
D05	ZH	ZR	0.108878939
D05	ZH	ZR	0.060898324
D05	ZR	NF	0.123276209
D05	ZR	NF	0.263271978
D05	ZR	NF	0.201744174
D05	ZR	OF	0.092877827
D05	ZR	OF	0.086064577
D05	ZR	OF	0.094743178
D05	ZR	OH	0.085128676
D05	ZR	OH	0.110881622
D05	ZR	OH	0.200295952
D05	ZR	OR	0.175125328
D05	ZR	OR	0.10503651
D05	ZR	OR	0.104682702
D05	ZR	ZF	0.094887457
D05	ZR	ZF	0.090835097
D05	ZR	ZF	0.087466316
D05	ZR	ZH	0.050356894
D05	ZR	ZH	0.088880851
D05	ZR	ZH	0.090389914
D05	ZR	ZR	0.038699796
D05	ZR	ZR	0.107553413
D05	ZR	NF	0.123157991
D05	ZR	NF	0.236264238
D05	ZR	NF	0.185883567
D05	ZR	OF	0.102523449
D05	ZR	OF	0.072258471
D05	ZR	OF	0.082810564
D05	ZR	OH	0.071140426
D05	ZR	OH	0.127559805
D05	ZR	OH	0.21930851
D05	ZR	OR	0.202014761
D05	ZR	OR	0.092369781
D05	ZR	OR	0.084277517
D05	ZR	ZF	0.071035134
D05	ZR	ZF	0.088362305
D05	ZR	ZF	0.067048766
D05	ZR	ZH	0.071835393
D05	ZR	ZH	0.113541642
D05	ZR	ZH	0.108878939
D05	ZR	ZR	0.038699796
D05	ZR	ZR	0.116236535
D05	ZR	NF	0.195571644
D05	ZR	NF	0.341800872
D05	ZR	NF	0.283345097
D05	ZR	OF	0.073722737
D05	ZR	OF	0.135314346
D05	ZR	OF	0.142222349
D05	ZR	OH	0.126487008
D05	ZR	OH	0.093401654
D05	ZR	OH	0.156601565
D05	ZR	OR	0.117088295
D05	ZR	OR	0.13981968
D05	ZR	OR	0.141874322
D05	ZR	ZF	0.160854033
D05	ZR	ZF	0.073636881
D05	ZR	ZF	0.14860308
D05	ZR	ZH	0.069363529
D05	ZR	ZH	0.046128986
D05	ZR	ZH	0.060898324
D05	ZR	ZR	0.107553413
D05	ZR	ZR	0.116236535
D06	NF	NF	0.079712965
D06	NF	NF	0.060556202
D06	NF	OF	0.365877302
D06	NF	OF	0.33079177
D06	NF	OF	0.119298754
D06	NF	OH	0.163955968
D06	NF	OH	0.175205415
D06	NF	OH	0.139825945
D06	NF	OR	0.35195914
D06	NF	OR	0.320579178
D06	NF	OR	0.168255629
D06	NF	ZF	0.178753298
D06	NF	ZF	0.127420936
D06	NF	ZF	0.100515688
D06	NF	ZH	0.377118896
D06	NF	ZH	0.272331648
D06	NF	ZH	0.255200092
D06	NF	ZR	0.160632396
D06	NF	ZR	0.347970404
D06	NF	ZR	0.175400706
D06	NF	NF	0.079712965
D06	NF	NF	0.028394252
D06	NF	OF	0.302284227
D06	NF	OF	0.267169907
D06	NF	OF	0.069225054
D06	NF	OH	0.108006869
D06	NF	OH	0.117104621
D06	NF	OH	0.086898675
D06	NF	OR	0.283771625
D06	NF	OR	0.251269911
D06	NF	OR	0.11535316
D06	NF	ZF	0.125378805
D06	NF	ZF	0.087873522
D06	NF	ZF	0.167090517
D06	NF	ZH	0.308443053
D06	NF	ZH	0.210337497
D06	NF	ZH	0.187456884
D06	NF	ZR	0.178263486
D06	NF	ZR	0.279586067
D06	NF	ZR	0.164022579
D06	NF	NF	0.060556202
D06	NF	NF	0.028394252
D06	NF	OF	0.3160504
D06	NF	OF	0.281301186
D06	NF	OF	0.071754715
D06	NF	OH	0.110739468
D06	NF	OH	0.120783839
D06	NF	OH	0.087598943
D06	NF	OR	0.296651861
D06	NF	OR	0.264458782
D06	NF	OR	0.121728731
D06	NF	ZF	0.130354356
D06	NF	ZF	0.085148705
D06	NF	ZF	0.14280171
D06	NF	ZH	0.322207285
D06	NF	ZH	0.220498444
D06	NF	ZH	0.200109939
D06	NF	ZR	0.155712507
D06	NF	ZR	0.292629681
D06	NF	ZR	0.14408709
D06	OF	NF	0.365877302
D06	OF	NF	0.302284227
D06	OF	NF	0.3160504
D06	OF	OF	0.046377801
D06	OF	OF	0.255691652
D06	OF	OH	0.223359146
D06	OF	OH	0.208803153
D06	OF	OH	0.252977191
D06	OF	OR	0.068824654
D06	OF	OR	0.085866193
D06	OF	OR	0.217089401
D06	OF	ZF	0.208667887
D06	OF	ZF	0.254964505
D06	OF	ZF	0.405748768
D06	OF	ZH	0.179332058
D06	OF	ZH	0.196038888
D06	OF	ZH	0.194683816
D06	OF	ZR	0.307880811
D06	OF	ZR	0.137256681
D06	OF	ZR	0.289450169
D06	OF	NF	0.33079177
D06	OF	NF	0.267169907
D06	OF	NF	0.281301186
D06	OF	OF	0.046377801
D06	OF	OF	0.22165136
D06	OF	OH	0.189517627
D06	OF	OH	0.176393928
D06	OF	OH	0.219596327
D06	OF	OR	0.066870249
D06	OF	OR	0.056596937
D06	OF	OR	0.182712001
D06	OF	ZF	0.171589537
D06	OF	ZF	0.221637622
D06	OF	ZF	0.370749064
D06	OF	ZH	0.148899753
D06	OF	ZH	0.168432691
D06	OF	ZH	0.154409466
D06	OF	ZR	0.279521371
D06	OF	ZR	0.12754828
D06	OF	ZR	0.254361238
D06	OF	NF	0.119298754
D06	OF	NF	0.069225054
D06	OF	NF	0.071754715
D06	OF	OF	0.255691652
D06	OF	OF	0.22165136
D06	OF	OH	0.068807457
D06	OF	OH	0.080433401
D06	OF	OH	0.043912501
D06	OF	OR	0.241485466
D06	OF	OR	0.209364579
D06	OF	OR	0.063194143
D06	OF	ZF	0.078623797
D06	OF	ZF	0.040164683
D06	OF	ZF	0.158503168
D06	OF	ZH	0.272679912
D06	OF	ZH	0.169515855
D06	OF	ZH	0.150729251
D06	OF	ZR	0.150856088
D06	OF	ZR	0.242214421
D06	OF	ZR	0.141452349
D06	OH	NF	0.163955968
D06	OH	NF	0.108006869
D06	OH	NF	0.110739468
D06	OH	OF	0.223359146
D06	OH	OF	0.189517627
D06	OH	OF	0.068807457
D06	OH	OH	0.027441413
D06	OH	OH	0.038240951
D06	OH	OR	0.20385165
D06	OH	OR	0.16814107
D06	OH	OR	0.064997613
D06	OH	ZF	0.067120496
D06	OH	ZF	0.059485159
D06	OH	ZF	0.203113692
D06	OH	ZH	0.225694712
D06	OH	ZH	0.139100189
D06	OH	ZH	0.104083679
D06	OH	ZR	0.156892275
D06	OH	ZR	0.200096745
D06	OH	ZR	0.144128694
D06	OH	NF	0.175205415
D06	OH	NF	0.117104621
D06	OH	NF	0.120783839
D06	OH	OF	0.208803153
D06	OH	OF	0.176393928
D06	OH	OF	0.080433401
D06	OH	OH	0.027441413
D06	OH	OH	0.059158482
D06	OH	OR	0.189506024
D06	OH	OR	0.153824517
D06	OH	OR	0.072864833
D06	OH	ZF	0.068852977
D06	OH	ZF	0.07293323
D06	OH	ZF	0.214837642
D06	OH	ZH	0.213189783
D06	OH	ZH	0.138070561
D06	OH	ZH	0.101552565
D06	OH	ZR	0.177044732
D06	OH	ZR	0.189779785
D06	OH	ZR	0.163261369
D06	OH	NF	0.139825945
D06	OH	NF	0.086898675
D06	OH	NF	0.087598943
D06	OH	OF	0.252977191
D06	OH	OF	0.219596327
D06	OH	OF	0.043912501
D06	OH	OH	0.038240951
D06	OH	OH	0.059158482
D06	OH	OR	0.234022393
D06	OH	OR	0.198229954
D06	OH	OR	0.06214794
D06	OH	ZF	0.081957683
D06	OH	ZF	0.048091389
D06	OH	ZF	0.171420849
D06	OH	ZH	0.255543317
D06	OH	ZH	0.157210574
D06	OH	ZH	0.132219598
D06	OH	ZR	0.138790973
D06	OH	ZR	0.230914028
D06	OH	ZR	0.127609339
D06	OR	NF	0.35195914
D06	OR	NF	0.283771625
D06	OR	NF	0.296651861
D06	OR	OF	0.068824654
D06	OR	OF	0.066870249
D06	OR	OF	0.241485466
D06	OR	OH	0.20385165
D06	OR	OH	0.189506024
D06	OR	OH	0.234022393
D06	OR	OR	0.053206423
D06	OR	OR	0.19972074
D06	OR	ZF	0.183343792
D06	OR	ZF	0.233327925
D06	OR	ZF	0.391167416
D06	OR	ZH	0.12195021
D06	OR	ZH	0.198251384
D06	OR	ZH	0.164196545
D06	OR	ZR	0.314816976
D06	OR	ZR	0.14229772
D06	OR	ZR	0.291592312
D06	OR	NF	0.320579178
D06	OR	NF	0.251269911
D06	OR	NF	0.264458782
D06	OR	OF	0.085866193
D06	OR	OF	0.056596937
D06	OR	OF	0.209364579
D06	OR	OH	0.16814107
D06	OR	OH	0.153824517
D06	OR	OH	0.198229954
D06	OR	OR	0.053206423
D06	OR	OR	0.164856763
D06	OR	ZF	0.150405453
D06	OR	ZF	0.200392276
D06	OR	ZF	0.35841063
D06	OR	ZH	0.105367516
D06	OR	ZH	0.151453748
D06	OR	ZH	0.126294949
D06	OR	ZR	0.270878858
D06	OR	ZR	0.101390437
D06	OR	ZR	0.244212345
D06	OR	NF	0.168255629
D06	OR	NF	0.11535316
D06	OR	NF	0.121728731
D06	OR	OF	0.217089401
D06	OR	OF	0.182712001
D06	OR	OF	0.063194143
D06	OR	OH	0.064997613
D06	OR	OH	0.072864833
D06	OR	OH	0.06214794
D06	OR	OR	0.19972074
D06	OR	OR	0.164856763
D06	OR	ZF	0.066505479
D06	OR	ZF	0.077801728
D06	OR	ZF	0.196376698
D06	OR	ZH	0.231873405
D06	OR	ZH	0.133858378
D06	OR	ZH	0.109893488
D06	OR	ZR	0.16324983
D06	OR	ZR	0.202186605
D06	OR	ZR	0.155003006
D06	ZF	NF	0.178753298
D06	ZF	NF	0.125378805
D06	ZF	NF	0.130354356
D06	ZF	OF	0.208667887
D06	ZF	OF	0.171589537
D06	ZF	OF	0.078623797
D06	ZF	OH	0.067120496
D06	ZF	OH	0.068852977
D06	ZF	OH	0.081957683
D06	ZF	OR	0.183343792
D06	ZF	OR	0.150405453
D06	ZF	OR	0.066505479
D06	ZF	ZF	0.054554576
D06	ZF	ZF	0.219305778
D06	ZF	ZH	0.205901509
D06	ZF	ZH	0.110334245
D06	ZF	ZH	0.083677151
D06	ZF	ZR	0.151043977
D06	ZF	ZR	0.17614611
D06	ZF	ZR	0.128593355
D06	ZF	NF	0.127420936
D06	ZF	NF	0.087873522
D06	ZF	NF	0.085148705
D06	ZF	OF	0.254964505
D06	ZF	OF	0.221637622
D06	ZF	OF	0.040164683
D06	ZF	OH	0.059485159
D06	ZF	OH	0.07293323
D06	ZF	OH	0.048091389
D06	ZF	OR	0.233327925
D06	ZF	OR	0.200392276
D06	ZF	OR	0.077801728
D06	ZF	ZF	0.054554576
D06	ZF	ZF	0.165618506
D06	ZF	ZH	0.256604069
D06	ZF	ZH	0.157907403
D06	ZF	ZH	0.133351727
D06	ZF	ZR	0.123340333
D06	ZF	ZR	0.226417454
D06	ZF	ZR	0.108948481
D06	ZF	NF	0.100515688
D06	ZF	NF	0.167090517
D06	ZF	NF	0.14280171
D06	ZF	OF	0.405748768
D06	ZF	OF	0.370749064
D06	ZF	OF	0.158503168
D06	ZF	OH	0.203113692
D06	ZF	OH	0.214837642
D06	ZF	OH	0.171420849
D06	ZF	OR	0.391167416
D06	ZF	OR	0.35841063
D06	ZF	OR	0.196376698
D06	ZF	ZF	0.219305778
D06	ZF	ZF	0.165618506
D06	ZF	ZH	0.416723605
D06	ZF	ZH	0.311801934
D06	ZF	ZH	0.294611848
D06	ZF	ZR	0.175523998
D06	ZF	ZR	0.386690158
D06	ZF	ZR	0.202094995
D06	ZH	NF	0.377118896
D06	ZH	NF	0.308443053
D06	ZH	NF	0.322207285
D06	ZH	OF	0.179332058
D06	ZH	OF	0.148899753
D06	ZH	OF	0.272679912
D06	ZH	OH	0.225694712
D06	ZH	OH	0.213189783
D06	ZH	OH	0.255543317
D06	ZH	OR	0.12195021
D06	ZH	OR	0.105367516
D06	ZH	OR	0.231873405
D06	ZH	ZF	0.205901509
D06	ZH	ZF	0.256604069
D06	ZH	ZF	0.416723605
D06	ZH	ZH	0.136482234
D06	ZH	ZH	0.125197712
D06	ZH	ZR	0.298811858
D06	ZH	ZR	0.101691935
D06	ZH	ZR	0.26642078
D06	ZH	NF	0.272331648
D06	ZH	NF	0.210337497
D06	ZH	NF	0.220498444
D06	ZH	OF	0.196038888
D06	ZH	OF	0.168432691
D06	ZH	OF	0.169515855
D06	ZH	OH	0.139100189
D06	ZH	OH	0.138070561
D06	ZH	OH	0.157210574
D06	ZH	OR	0.198251384
D06	ZH	OR	0.151453748
D06	ZH	OR	0.133858378
D06	ZH	ZF	0.110334245
D06	ZH	ZF	0.157907403
D06	ZH	ZF	0.311801934
D06	ZH	ZH	0.136482234
D06	ZH	ZH	0.046250184
D06	ZH	ZR	0.172565975
D06	ZH	ZR	0.118715385
D06	ZH	ZR	0.147744339
D06	ZH	NF	0.255200092
D06	ZH	NF	0.187456884
D06	ZH	NF	0.200109939
D06	ZH	OF	0.194683816
D06	ZH	OF	0.154409466
D06	ZH	OF	0.150729251
D06	ZH	OH	0.104083679
D06	ZH	OH	0.101552565
D06	ZH	OH	0.132219598
D06	ZH	OR	0.164196545
D06	ZH	OR	0.126294949
D06	ZH	OR	0.109893488
D06	ZH	ZF	0.083677151
D06	ZH	ZF	0.133351727
D06	ZH	ZF	0.294611848
D06	ZH	ZH	0.125197712
D06	ZH	ZH	0.046250184
D06	ZH	ZR	0.188123332
D06	ZH	ZR	0.128118973
D06	ZH	ZR	0.156392071
D06	ZR	NF	0.160632396
D06	ZR	NF	0.178263486
D06	ZR	NF	0.155712507
D06	ZR	OF	0.307880811
D06	ZR	OF	0.279521371
D06	ZR	OF	0.150856088
D06	ZR	OH	0.156892275
D06	ZR	OH	0.177044732
D06	ZR	OH	0.138790973
D06	ZR	OR	0.314816976
D06	ZR	OR	0.270878858
D06	ZR	OR	0.16324983
D06	ZR	ZF	0.151043977
D06	ZR	ZF	0.123340333
D06	ZR	ZF	0.175523998
D06	ZR	ZH	0.298811858
D06	ZR	ZH	0.172565975
D06	ZR	ZH	0.188123332
D06	ZR	ZR	0.25721856
D06	ZR	ZR	0.038488842
D06	ZR	NF	0.347970404
D06	ZR	NF	0.279586067
D06	ZR	NF	0.292629681
D06	ZR	OF	0.137256681
D06	ZR	OF	0.12754828
D06	ZR	OF	0.242214421
D06	ZR	OH	0.200096745
D06	ZR	OH	0.189779785
D06	ZR	OH	0.230914028
D06	ZR	OR	0.14229772
D06	ZR	OR	0.101390437
D06	ZR	OR	0.202186605
D06	ZR	ZF	0.17614611
D06	ZR	ZF	0.226417454
D06	ZR	ZF	0.386690158
D06	ZR	ZH	0.101691935
D06	ZR	ZH	0.118715385
D06	ZR	ZH	0.128118973
D06	ZR	ZR	0.25721856
D06	ZR	ZR	0.22605185
D06	ZR	NF	0.175400706
D06	ZR	NF	0.164022579
D06	ZR	NF	0.14408709
D06	ZR	OF	0.289450169
D06	ZR	OF	0.254361238
D06	ZR	OF	0.141452349
D06	ZR	OH	0.144128694
D06	ZR	OH	0.163261369
D06	ZR	OH	0.127609339
D06	ZR	OR	0.291592312
D06	ZR	OR	0.244212345
D06	ZR	OR	0.155003006
D06	ZR	ZF	0.128593355
D06	ZR	ZF	0.108948481
D06	ZR	ZF	0.202094995
D06	ZR	ZH	0.26642078
D06	ZR	ZH	0.147744339
D06	ZR	ZH	0.156392071
D06	ZR	ZR	0.038488842
D06	ZR	ZR	0.22605185
D07	NF	NF	0.127804717
D07	NF	NF	0.089305095
D07	NF	OF	0.145142852
D07	NF	OF	0.256916645
D07	NF	OF	0.148761796
D07	NF	OH	0.118333317
D07	NF	OH	0.132667456
D07	NF	OH	0.1828309
D07	NF	OR	0.127095979
D07	NF	OR	0.345066636
D07	NF	OR	0.174670111
D07	NF	ZF	0.175841208
D07	NF	ZF	0.227584656
D07	NF	ZF	0.139363152
D07	NF	ZH	0.245824615
