Well,Well96,PCR_Replicate,Plate,SampleName,SampleCode,SampleNameFull,Omit,Sample,Target,Task,Dyes,Cq,Cq.Conf,Amp.Score,Amp.Status,Annotated,Baseline.Start,Baseline.End,Curve.Quality,Result.Quality.Issues
K21,F11,Rep1,Plate3,D01_ZR_R3,3-1-7,D01_ZR_R3_Rep1,false,Sample,16S,Unknown,SYBR,18.325359472239604,0.909695760421381,3.48688153790786,Amp,false,3,10,NA,NA
K22,F11,Rep2,Plate3,D01_ZR_R3,3-1-7,D01_ZR_R3_Rep2,false,Sample,16S,Unknown,SYBR,18.97971519512511,0.913942084961623,3.4523653577872,Amp,false,3,12,NA,NA
K23,F12,Rep1,Plate3,D03_OH_R3,3-4-12,D03_OH_R3_Rep1,false,Sample,16S,Unknown,SYBR,14.92138635404116,0.875378320366832,3.4766403446314,Amp,false,3,9,NA,NA
K24,F12,Rep2,Plate3,D03_OH_R3,3-4-12,D03_OH_R3_Rep2,false,Sample,16S,Unknown,SYBR,15.471496072400392,0.910425237731424,3.44665102845607,Amp,false,3,8,NA,NA
K3,F2,Rep1,Plate3,PCO_B1_R3,3-1-8,PCO_B1_R3_Rep1,false,Sample,16S,Unknown,SYBR,16.575713706917938,0.972119871464561,3.47188377294697,Amp,false,3,9,NA,NA
K4,F2,Rep2,Plate3,PCO_B1_R3,3-1-8,PCO_B1_R3_Rep2,false,Sample,16S,Unknown,SYBR,18.700468609622234,0.889680724775356,3.41973129298201,Inconclusive,false,3,15,NA,NA
K5,F3,Rep1,Plate3,D02_OF_R3,3-4-7,D02_OF_R3_Rep1,false,Sample,16S,Unknown,SYBR,12.264657824049486,0.778805206669532,3.47565044441759,Amp,false,3,7,NA,NA
K6,F3,Rep2,Plate3,D02_OF_R3,3-4-7,D02_OF_R3_Rep2,false,Sample,16S,Unknown,SYBR,12.205005916342184,0.943015201897553,3.49506117094227,Amp,false,3,7,NA,NA
K7,F4,Rep1,Plate3,D03_ZF_R3,3-4-18,D03_ZF_R3_Rep1,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
K8,F4,Rep2,Plate3,D03_ZF_R3,3-4-18,D03_ZF_R3_Rep2,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
K9,F5,Rep1,Plate3,D09_ZR_R3,3-1-5,D09_ZR_R3_Rep1,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
L1,F1,Rep3,Plate3,standardB_10,NA,standardB_10_Rep3,false,Sample,16S,Unknown,SYBR,Undetermined,0,3.48708775126884,Inconclusive,false,3,3,NA,NA
L10,F5,Rep4,Plate3,D09_ZR_R3,3-1-5,D09_ZR_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.37094986883959,No Amp,false,3,17,NA,NA
L11,F6,Rep3,Plate3,D07_ZF_R3,3-4-16,D07_ZF_R3_Rep3,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
L12,F6,Rep4,Plate3,D07_ZF_R3,3-4-16,D07_ZF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.40980219355017,No Amp,false,3,14,NA,NA
L13,F7,Rep3,Plate3,D09_ZF_R3,3-2-19,D09_ZF_R3_Rep3,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
L14,F7,Rep4,Plate3,D09_ZF_R3,3-2-19,D09_ZF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.35907119809408,No Amp,false,3,14,NA,NA
L15,F8,Rep3,Plate3,standardB_100,NA,standardB_100_Rep3,false,Sample,16S,Unknown,SYBR,6.264090095941189,0.99528721684197,3.49308940437774,Amp,false,3,4,NA,NA
L16,F8,Rep4,Plate3,standardB_100,NA,standardB_100_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.16791505051396,No Amp,false,3,7,NA,NA
L17,F9,Rep3,Plate3,D10_NF_R3,3-1-13,D10_NF_R3_Rep3,false,Sample,16S,Unknown,SYBR,25.664672877675677,0.919963255858998,3.48130358080869,Amp,false,3,14,NA,NA
L18,F9,Rep4,Plate3,D10_NF_R3,3-1-13,D10_NF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.34344432037921,No Amp,false,3,15,NA,NA
L19,F10,Rep3,Plate3,water_2,NA,water_2_Rep3,false,Sample,16S,Unknown,SYBR,23.488523757481495,0.937977367844842,3.45377010282388,Amp,false,3,14,NA,NA
L2,F1,Rep4,Plate3,standardB_10,NA,standardB_10_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.13652090216195,No Amp,false,3,39,NA,NA
L20,F10,Rep4,Plate3,water_2,NA,water_2_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.38140021705526,No Amp,false,3,39,NA,NA
L21,F11,Rep3,Plate3,D01_ZR_R3,3-1-7,D01_ZR_R3_Rep3,false,Sample,16S,Unknown,SYBR,18.23760413607892,0.939228691701584,3.48639927140083,Amp,false,3,10,NA,NA
L22,F11,Rep4,Plate3,D01_ZR_R3,3-1-7,D01_ZR_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.22198529229274,No Amp,false,3,10,NA,NA
L23,F12,Rep3,Plate3,D03_OH_R3,3-4-12,D03_OH_R3_Rep3,false,Sample,16S,Unknown,SYBR,15.633654852495514,0.898826370866301,3.45575600679204,Amp,false,3,9,NA,NA
L24,F12,Rep4,Plate3,D03_OH_R3,3-4-12,D03_OH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.11445189596566,No Amp,false,3,39,NA,NA
L3,F2,Rep3,Plate3,PCO_B1_R3,3-1-8,PCO_B1_R3_Rep3,false,Sample,16S,Unknown,SYBR,16.670700411942164,0.969730194076625,3.49291848674572,Amp,false,3,9,NA,NA
L4,F2,Rep4,Plate3,PCO_B1_R3,3-1-8,PCO_B1_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
L5,F3,Rep3,Plate3,D02_OF_R3,3-4-7,D02_OF_R3_Rep3,false,Sample,16S,Unknown,SYBR,12.254515434830882,0.815041673979193,3.47487851277227,Amp,false,3,7,NA,NA
L6,F3,Rep4,Plate3,D02_OF_R3,3-4-7,D02_OF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.24604041806453,No Amp,false,3,14,NA,NA
L7,F4,Rep3,Plate3,D03_ZF_R3,3-4-18,D03_ZF_R3_Rep3,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
L8,F4,Rep4,Plate3,D03_ZF_R3,3-4-18,D03_ZF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.31308225462263,No Amp,false,3,39,NA,NA
L9,F5,Rep3,Plate3,D09_ZR_R3,3-1-5,D09_ZR_R3_Rep3,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
M1,G1,Rep1,Plate3,D08_OF_R3,3-2-2,D08_OF_R3_Rep1,false,Sample,16S,Unknown,SYBR,10.24668241532266,0.944790874288532,3.49296681660268,Amp,false,3,6,NA,NA
M10,G5,Rep2,Plate3,D06_ZH_R3,3-2-11,D06_ZH_R3_Rep2,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
M11,G6,Rep1,Plate3,D01_ZF_R3,3-2-17,D01_ZF_R3_Rep1,false,Sample,16S,Unknown,SYBR,15.936057758405184,0.909504669238755,3.48096992454504,Amp,false,3,9,NA,NA
M12,G6,Rep2,Plate3,D01_ZF_R3,3-2-17,D01_ZF_R3_Rep2,false,Sample,16S,Unknown,SYBR,15.764134432998802,0.898636602922293,3.48941444711528,Amp,false,3,9,NA,NA
M13,G7,Rep1,Plate3,D06_ZF_R3,3-3-4,D06_ZF_R3_Rep1,false,Sample,16S,Unknown,SYBR,14.361303450850787,0.895331320466216,3.43921746395889,Amp,false,3,8,NA,NA
M14,G7,Rep2,Plate3,D06_ZF_R3,3-3-4,D06_ZF_R3_Rep2,false,Sample,16S,Unknown,SYBR,14.00308185871215,0.909897630179434,3.47840797713713,Amp,false,3,8,NA,NA
M15,G8,Rep1,Plate3,D09_OF_R3,3-3-16,D09_OF_R3_Rep1,false,Sample,16S,Unknown,SYBR,12.030887995991325,0.918922972022944,3.47589504902344,Amp,false,3,7,NA,NA
M16,G8,Rep2,Plate3,D09_OF_R3,3-3-16,D09_OF_R3_Rep2,false,Sample,16S,Unknown,SYBR,11.842585466588996,0.914095519840007,3.4796225882806,Amp,false,3,7,NA,NA
M17,G9,Rep1,Plate3,D07_OR_R3,3-1-9,D07_OR_R3_Rep1,false,Sample,16S,Unknown,SYBR,13.064475906685953,0.905166737932987,3.44851428104333,Amp,false,3,7,NA,NA
M18,G9,Rep2,Plate3,D07_OR_R3,3-1-9,D07_OR_R3_Rep2,false,Sample,16S,Unknown,SYBR,13.441209450945728,0.903769361658421,3.47375195459168,Amp,false,3,7,NA,NA
M19,G10,Rep1,Plate3,D08_ZH_R3,3-4-6,D08_ZH_R3_Rep1,false,Sample,16S,Unknown,SYBR,20.42136169369582,0.930466009985064,3.45461063711086,Amp,false,3,11,NA,NA
M2,G1,Rep2,Plate3,D08_OF_R3,3-2-2,D08_OF_R3_Rep2,false,Sample,16S,Unknown,SYBR,10.320391856989918,0.93698735922443,3.48496060394694,Amp,false,3,6,NA,NA
M20,G10,Rep2,Plate3,D08_ZH_R3,3-4-6,D08_ZH_R3_Rep2,false,Sample,16S,Unknown,SYBR,20.748254280699143,0.912522584297017,3.48372951282974,Amp,false,3,13,NA,NA
M21,G11,Rep1,Plate3,D05_OF_R3,3-3-6,D05_OF_R3_Rep1,false,Sample,16S,Unknown,SYBR,13.278068133816337,0.910157272548808,3.47775199498356,Amp,false,3,7,NA,NA
M22,G11,Rep2,Plate3,D05_OF_R3,3-3-6,D05_OF_R3_Rep2,false,Sample,16S,Unknown,SYBR,13.302177851803012,0.907523867973747,3.4620671968319,Amp,false,3,7,NA,NA
M23,G12,Rep1,Plate3,D01_NF_R3,3-4-13,D01_NF_R3_Rep1,false,Sample,16S,Unknown,SYBR,10.079388991224409,0.928666638663297,3.47593970857588,Amp,false,3,6,NA,NA
M24,G12,Rep2,Plate3,D01_NF_R3,3-4-13,D01_NF_R3_Rep2,false,Sample,16S,Unknown,SYBR,10.533077544696777,0.924948636987416,3.44022098434293,Amp,false,3,5,NA,NA
M3,G2,Rep1,Plate3,D04_OR_R3,3-2-8,D04_OR_R3_Rep1,false,Sample,16S,Unknown,SYBR,11.774141006823815,0.894748014977081,3.47661986238818,Amp,false,3,6,NA,NA
M4,G2,Rep2,Plate3,D04_OR_R3,3-2-8,D04_OR_R3_Rep2,false,Sample,16S,Unknown,SYBR,11.822208728150603,0.913867344412823,3.47273367706832,Amp,false,3,6,NA,NA
M5,G3,Rep1,Plate3,NCO_B2_R3,3-2-9,NCO_B2_R3_Rep1,false,Sample,16S,Unknown,SYBR,23.652191355042454,0.89177029897547,3.44764787389979,Amp,false,3,14,NA,NA
M6,G3,Rep2,Plate3,NCO_B2_R3,3-2-9,NCO_B2_R3_Rep2,false,Sample,16S,Unknown,SYBR,24.401713556893377,0.881055058783647,3.45051652750973,Amp,false,3,13,NA,NA
M7,G4,Rep1,Plate3,D07_NF_R3,3-2-12,D07_NF_R3_Rep1,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
M8,G4,Rep2,Plate3,D07_NF_R3,3-2-12,D07_NF_R3_Rep2,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
M9,G5,Rep1,Plate3,D06_ZH_R3,3-2-11,D06_ZH_R3_Rep1,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
N1,G1,Rep3,Plate3,D08_OF_R3,3-2-2,D08_OF_R3_Rep3,false,Sample,16S,Unknown,SYBR,10.17160358391655,0.940520946205741,3.49025053486113,Amp,false,3,6,NA,NA
N10,G5,Rep4,Plate3,D06_ZH_R3,3-2-11,D06_ZH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.30926852835284,No Amp,false,3,39,NA,NA
N11,G6,Rep3,Plate3,D01_ZF_R3,3-2-17,D01_ZF_R3_Rep3,false,Sample,16S,Unknown,SYBR,15.800822355112828,0.893244565174154,3.4508710637731,Amp,false,3,9,NA,NA
N12,G6,Rep4,Plate3,D01_ZF_R3,3-2-17,D01_ZF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.29430985172108,No Amp,false,3,16,NA,NA
N13,G7,Rep3,Plate3,D06_ZF_R3,3-3-4,D06_ZF_R3_Rep3,false,Sample,16S,Unknown,SYBR,14.159052100538258,0.90766814923705,3.45109971113655,Inconclusive,false,3,8,NA,NA
N14,G7,Rep4,Plate3,D06_ZF_R3,3-3-4,D06_ZF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.34612236110573,No Amp,false,3,14,NA,NA
N15,G8,Rep3,Plate3,D09_OF_R3,3-3-16,D09_OF_R3_Rep3,false,Sample,16S,Unknown,SYBR,11.812758011636202,0.92161049489635,3.48001570447776,Amp,false,3,7,NA,NA
N16,G8,Rep4,Plate3,D09_OF_R3,3-3-16,D09_OF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.31675979158515,No Amp,false,3,39,NA,NA
N17,G9,Rep3,Plate3,D07_OR_R3,3-1-9,D07_OR_R3_Rep3,false,Sample,16S,Unknown,SYBR,12.985043176490336,0.90719951745748,3.46847645839315,Amp,false,3,7,NA,NA
N18,G9,Rep4,Plate3,D07_OR_R3,3-1-9,D07_OR_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.28192234962985,No Amp,false,3,11,NA,NA
N19,G10,Rep3,Plate3,D08_ZH_R3,3-4-6,D08_ZH_R3_Rep3,false,Sample,16S,Unknown,SYBR,20.359390142475725,0.901309553718999,3.48629479782279,Amp,false,3,11,NA,NA
N2,G1,Rep4,Plate3,D08_OF_R3,3-2-2,D08_OF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.10519939432612,No Amp,false,3,39,NA,NA
N20,G10,Rep4,Plate3,D08_ZH_R3,3-4-6,D08_ZH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.26228953412735,No Amp,false,3,15,NA,NA
N21,G11,Rep3,Plate3,D05_OF_R3,3-3-6,D05_OF_R3_Rep3,false,Sample,16S,Unknown,SYBR,12.944685465653105,0.920058724529804,3.48120404919652,Amp,false,3,7,NA,NA
N22,G11,Rep4,Plate3,D05_OF_R3,3-3-6,D05_OF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.3142289503779,No Amp,false,3,39,NA,NA
N23,G12,Rep3,Plate3,D01_NF_R3,3-4-13,D01_NF_R3_Rep3,false,Sample,16S,Unknown,SYBR,10.274998042749054,0.932801390944351,3.48112133780244,Amp,false,3,6,NA,NA
N24,G12,Rep4,Plate3,D01_NF_R3,3-4-13,D01_NF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
N3,G2,Rep3,Plate3,D04_OR_R3,3-2-8,D04_OR_R3_Rep3,false,Sample,16S,Unknown,SYBR,11.686652635442602,0.910752912082118,3.51143130673706,Amp,false,3,7,NA,NA
N4,G2,Rep4,Plate3,D04_OR_R3,3-2-8,D04_OR_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.24557443621248,No Amp,false,3,39,NA,NA
N5,G3,Rep3,Plate3,NCO_B2_R3,3-2-9,NCO_B2_R3_Rep3,false,Sample,16S,Unknown,SYBR,25.72883799574104,0.88700338833393,3.46435119385406,Amp,false,3,16,NA,NA
N6,G3,Rep4,Plate3,NCO_B2_R3,3-2-9,NCO_B2_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
N7,G4,Rep3,Plate3,D07_NF_R3,3-2-12,D07_NF_R3_Rep3,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
N8,G4,Rep4,Plate3,D07_NF_R3,3-2-12,D07_NF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.2590924021092,No Amp,false,3,39,NA,NA
N9,G5,Rep3,Plate3,D06_ZH_R3,3-2-11,D06_ZH_R3_Rep3,false,Sample,16S,Unknown,SYBR,19.586685046383685,0.905614661594947,3.46040057364859,Amp,false,3,11,NA,NA
O1,H1,Rep1,Plate3,D01_OR_R3,3-3-19,D01_OR_R3_Rep1,false,Sample,16S,Unknown,SYBR,12.010059249390693,0.898855894691811,3.50319167363728,Amp,false,3,7,NA,NA
O10,H5,Rep2,Plate3,standardB_10,000,NA,standardB_10,000_Rep2,false,Sample,16S,Unknown,SYBR,13.193326663320242,0.99204667088322,3.48263668978942,Amp,false,3,7,NA,NA
O11,H6,Rep1,Plate3,standardF_100,NA,standardF_100_Rep1,false,Sample,16S,Unknown,SYBR,6.22413941507812,0.994628904931641,3.46489678011031,Amp,false,3,3,NA,NA
O12,H6,Rep2,Plate3,standardF_100,NA,standardF_100_Rep2,false,Sample,16S,Unknown,SYBR,6.293702221348726,0.995346774031425,3.45513611909407,Amp,false,3,3,NA,NA
O13,H7,Rep1,Plate3,D07_OH_R3,3-4-14,D07_OH_R3_Rep1,false,Sample,16S,Unknown,SYBR,12.334993275853734,0.911607465425937,3.44906842718855,Amp,false,3,6,NA,NA
O14,H7,Rep2,Plate3,D07_OH_R3,3-4-14,D07_OH_R3_Rep2,false,Sample,16S,Unknown,SYBR,12.206290362331053,0.910469615244791,3.47940858584137,Amp,false,3,7,NA,NA
O15,H8,Rep1,Plate3,D10_ZR_R3,3-2-4,D10_ZR_R3_Rep1,false,Sample,16S,Unknown,SYBR,18.46343468983801,0.906612231636302,3.44901365492287,Amp,false,3,10,NA,NA
O16,H8,Rep2,Plate3,D10_ZR_R3,3-2-4,D10_ZR_R3_Rep2,false,Sample,16S,Unknown,SYBR,18.370286385618158,0.918030580172264,3.486858838787,Amp,false,3,10,NA,NA
O17,H9,Rep1,Plate3,D01_OF_R3,3-3-20,D01_OF_R3_Rep1,false,Sample,16S,Unknown,SYBR,10.568434729280803,0.91444308831711,3.46165362033563,Amp,false,3,6,NA,NA
O18,H9,Rep2,Plate3,D01_OF_R3,3-3-20,D01_OF_R3_Rep2,false,Sample,16S,Unknown,SYBR,10.678073453685943,0.914552093562389,3.48142969043748,Amp,false,3,6,NA,NA
O19,H10,Rep1,Plate3,PCO_B2_R3,3-2-18,PCO_B2_R3_Rep1,false,Sample,16S,Unknown,SYBR,14.720371836181275,0.968036400057109,3.45741365796294,Amp,false,3,8,NA,NA
O2,H1,Rep2,Plate3,D01_OR_R3,3-3-19,D01_OR_R3_Rep2,false,Sample,16S,Unknown,SYBR,12.404975959836314,0.904379001342685,3.47511402233714,Amp,false,3,7,NA,NA
O20,H10,Rep2,Plate3,PCO_B2_R3,3-2-18,PCO_B2_R3_Rep2,false,Sample,16S,Unknown,SYBR,15.02522212407543,0.96508461350773,3.47221923775134,Amp,false,3,9,NA,NA
O21,H11,Rep1,Plate3,D02_ZF_R3,3-3-2,D02_ZF_R3_Rep1,false,Sample,16S,Unknown,SYBR,14.788595813384102,0.898893621232379,3.43814673007731,Amp,false,3,9,NA,NA
O22,H11,Rep2,Plate3,D02_ZF_R3,3-3-2,D02_ZF_R3_Rep2,false,Sample,16S,Unknown,SYBR,14.740887306881664,0.901055946487483,3.45250770930284,Amp,false,3,8,NA,NA
O23,H12,Rep1,Plate3,water_1,NA,water_1_Rep1,false,Sample,16S,Unknown,SYBR,16.38850223559586,0.944959879152834,3.39637022800136,Amp,false,3,9,NA,NA
O24,H12,Rep2,Plate3,water_1,NA,water_1_Rep2,false,Sample,16S,Unknown,SYBR,24.47664264473233,0.792033959168516,3.43708715535066,Amp,false,3,14,NA,NA
O3,H2,Rep1,Plate3,D05_NF_R3,3-4-11,D05_NF_R3_Rep1,false,Sample,16S,Unknown,SYBR,11.991483750194327,0.843060319376369,3.49111175163143,Amp,false,3,7,NA,NA
O4,H2,Rep2,Plate3,D05_NF_R3,3-4-11,D05_NF_R3_Rep2,false,Sample,16S,Unknown,SYBR,12.076221858240295,0.903417759878762,3.48786964521233,Amp,false,3,7,NA,NA
O5,H3,Rep1,Plate3,D10_OF_R3,3-4-5,D10_OF_R3_Rep1,false,Sample,16S,Unknown,SYBR,12.850959296945334,0.972453006211852,3.52267211174179,Amp,false,3,7,NA,NA
O6,H3,Rep2,Plate3,D10_OF_R3,3-4-5,D10_OF_R3_Rep2,false,Sample,16S,Unknown,SYBR,12.637185953414281,0.969980803966803,3.51722154501098,Amp,false,3,7,NA,NA
O7,H4,Rep1,Plate3,D10_ZH_R3,3-2-15,D10_ZH_R3_Rep1,false,Sample,16S,Unknown,SYBR,17.916889993462803,0.904826517065904,3.50573099164879,Amp,false,3,10,NA,NA
O8,H4,Rep2,Plate3,D10_ZH_R3,3-2-15,D10_ZH_R3_Rep2,false,Sample,16S,Unknown,SYBR,17.87980274941455,0.918524577235267,3.51393455231028,Amp,false,3,10,NA,NA
O9,H5,Rep1,Plate3,standardB_10,000,NA,standardB_10,000_Rep1,false,Sample,16S,Unknown,SYBR,13.192484370225653,0.995086589890329,3.45445583890681,Amp,false,3,7,NA,NA
P1,H1,Rep3,Plate3,D01_OR_R3,3-3-19,D01_OR_R3_Rep3,false,Sample,16S,Unknown,SYBR,12.1845448386882,0.910215934688917,3.48974975122212,Amp,false,3,7,NA,NA
P10,H5,Rep4,Plate3,standardB_10,000,NA,standardB_10,000_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,16,NA,NA
P11,H6,Rep3,Plate3,standardF_100,NA,standardF_100_Rep3,false,Sample,16S,Unknown,SYBR,5.9344331117636955,0.992508345213176,3.45958702257926,Amp,false,3,3,NA,NA
P12,H6,Rep4,Plate3,standardF_100,NA,standardF_100_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.17649200824211,No Amp,false,3,9,NA,NA
P13,H7,Rep3,Plate3,D07_OH_R3,3-4-14,D07_OH_R3_Rep3,false,Sample,16S,Unknown,SYBR,11.922038631927347,0.839768708912792,3.48779700336887,Amp,false,3,7,NA,NA
P14,H7,Rep4,Plate3,D07_OH_R3,3-4-14,D07_OH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,14,NA,NA
P15,H8,Rep3,Plate3,D10_ZR_R3,3-2-4,D10_ZR_R3_Rep3,false,Sample,16S,Unknown,SYBR,16.59044063614361,0.903274087837141,3.44909498803272,Amp,false,3,9,NA,NA
P16,H8,Rep4,Plate3,D10_ZR_R3,3-2-4,D10_ZR_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
P17,H9,Rep3,Plate3,D01_OF_R3,3-3-20,D01_OF_R3_Rep3,false,Sample,16S,Unknown,SYBR,10.546973009025109,0.780815534904024,3.45580784714228,Amp,false,3,6,NA,NA
P18,H9,Rep4,Plate3,D01_OF_R3,3-3-20,D01_OF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
P19,H10,Rep3,Plate3,PCO_B2_R3,3-2-18,PCO_B2_R3_Rep3,false,Sample,16S,Unknown,SYBR,14.371414466497509,0.959203827582565,3.47782398711776,Amp,false,3,8,NA,NA
P2,H1,Rep4,Plate3,D01_OR_R3,3-3-19,D01_OR_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
P20,H10,Rep4,Plate3,PCO_B2_R3,3-2-18,PCO_B2_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.33542040116159,No Amp,false,3,15,NA,NA
P21,H11,Rep3,Plate3,D02_ZF_R3,3-3-2,D02_ZF_R3_Rep3,false,Sample,16S,Unknown,SYBR,14.447118178063189,0.899225516545137,3.43539858376838,Amp,false,3,8,NA,NA
P22,H11,Rep4,Plate3,D02_ZF_R3,3-3-2,D02_ZF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,2.0061160029819,No Amp,false,3,16,NA,NA
P23,H12,Rep3,Plate3,water_1,NA,water_1_Rep3,false,Sample,16S,Unknown,SYBR,21.661811082316156,0.928063872892546,3.41789479601254,Amp,false,3,12,NA,NA
P24,H12,Rep4,Plate3,water_1,NA,water_1_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
P3,H2,Rep3,Plate3,D05_NF_R3,3-4-11,D05_NF_R3_Rep3,false,Sample,16S,Unknown,SYBR,12.210229329542003,0.906750818016139,3.46747342798842,Amp,false,3,7,NA,NA
P4,H2,Rep4,Plate3,D05_NF_R3,3-4-11,D05_NF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
P5,H3,Rep3,Plate3,D10_OF_R3,3-4-5,D10_OF_R3_Rep3,false,Sample,16S,Unknown,SYBR,12.258398549758919,0.97965084964335,3.56497496998462,Amp,false,3,7,NA,NA
P6,H3,Rep4,Plate3,D10_OF_R3,3-4-5,D10_OF_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
P7,H4,Rep3,Plate3,D10_ZH_R3,3-2-15,D10_ZH_R3_Rep3,false,Sample,16S,Unknown,SYBR,Undetermined,0,NA,Inconclusive,false,3,39,NA,NA
P8,H4,Rep4,Plate3,D10_ZH_R3,3-2-15,D10_ZH_R3_Rep4,true,Sample,16S,Unknown,SYBR,Undetermined,0,NA,No Amp,false,3,39,NA,NA
P9,H5,Rep3,Plate3,standardB_10,000,NA,standardB_10,000_Rep3,false,Sample,16S,Unknown,SYBR,12.75552731206226,0.9949943661173,3.47683817568504,Amp,false,3,7,NA,NA
